date,Strategy1,Strategy2,Strategy3,Strategy4,Strategy5,Strategy6,Strategy7,Strategy8,Strategy9,Strategy10,Strategy11,Strategy12,Strategy13,Strategy14,Strategy15,Strategy16,Strategy17,Strategy18,Strategy19,Strategy20,Strategy21,Strategy22,Strategy23,Strategy24,Strategy25,Strategy26,Strategy27,Strategy28,Strategy29,Strategy30,Strategy31,Strategy32,Strategy33,Strategy34
1/2/2017,213.73,105.96,483.0041,521.1049,441.4239,539.0891,502.1963,103.72,107.09,108.77,110.22,605.606,105.96,101.15,146.86,466.9122,118.18,69.6155,328.2963,296.7364,90.8,66.3,91.56,101.81,65.24,85.86,45.5,64.81,84.32,101.81,67.23,101.35,74.26,67.23
1/3/2017,214.46,106.33,481.0962,529.6631,441.6132,539.8339,500,104.13,107.44,109.03,110.11,607.2387,106.33,101.31,146.66,467.3338,118.18,70.2419,326.4274,298.7898,90.95,66.46,91.34,101.86,65.12,85.86,44.58,64.4,84.26,96.96,67.34,101.4,74.62,67.34
1/4/2017,215.16,106.12,481.4813,530.2928,440.7892,539.5418,499.2433,103.81,107.28,109.08,109.84,606.5623,106.12,101.13,146.39,467.2423,118.18,70.1539,326.3541,298.2521,91,66.55,91.51,101.9,65.12,85.85,44.69,64.24,84.4,97.75,67.39,101.42,74.79,67.39
1/5/2017,214.34,106.14,478.8741,529.2801,441.4228,540.7106,499.0205,103.87,107.29,109.11,109.41,612.1785,106.14,101.16,147.22,467.5212,118.18,70.1092,326.7657,297.8961,90.99,66.29,91.45,101.9,65.14,85.85,44.68,63.15,84.42,99.07,67.42,101.43,74.9,67.42
1/6/2017,213.74,106.22,478.3214,530.252,441.0833,540.8523,499.8696,103.96,107.36,109.07,109.57,611.9142,106.22,101.21,147.24,468.0129,118.17,70.4825,325.696,299.7006,91.05,66.29,91.51,101.9,65.13,85.93,44.92,63.64,84.69,99.46,67.47,101.44,75.06,67.47
1/9/2017,213.69,106.34,478.2546,533.1905,441.0742,540.6125,498.132,104.07,107.48,109.13,109.47,607.9288,106.34,101.3,146.99,468.8224,118.17,70.9052,326.581,298.9144,91.1,66.32,91.53,101.92,65.23,85.99,44.8,63.25,84.71,100.18,67.5,101.45,75.16,67.5
1/10/2017,213.79,106.43,478.9553,531.5256,441.6544,541.4941,497.096,104.13,107.59,109.18,109.37,596.1465,106.43,101.37,146.47,469.0119,118.17,70.96,326.7149,299.3613,91.09,66.13,91.51,101.92,65.23,86.27,44.73,63.4,84.77,99.89,67.51,101.45,75.22,67.51
1/11/2017,212.55,106.47,478.9267,530.4873,441.3876,535.8974,497.5361,104.11,107.66,109.16,109.49,599.5912,106.47,101.42,146.29,469.0483,118.17,70.9886,327.5184,299.3269,91.1,66.09,91.71,101.91,65.26,86.39,44.74,63.39,84.29,99.94,67.56,101.47,75.41,67.56
1/12/2017,213.37,106.24,479.7725,529.4061,442.0265,538.5216,497.223,104.05,107.35,109.16,109.2,597.9631,106.24,101.28,146.09,469.1018,118.17,71.0778,327.7447,298.6768,91.05,66.01,91.56,101.88,65.22,86.51,44.93,63.7,84.46,99.96,67.54,101.46,75.32,67.54
1/13/2017,212.77,106.04,482.3828,529.5152,441.5167,541.2461,497.2902,103.77,107.18,109.14,109.63,594.4956,106.04,101.09,146.17,469.1957,118.17,70.991,326.9325,299.5111,90.97,65.98,91.62,101.92,65.2,86.56,45.12,63.91,84.56,99.12,67.57,101.47,75.43,67.57
1/16/2017,212.77,106.04,482.3828,528.1859,441.5167,541.2461,497.2902,103.77,107.18,109.14,109.63,594.4956,106.04,101.09,146.17,469.1957,118.17,70.991,326.8145,298.5938,90.97,65.98,91.62,101.92,65.2,86.56,45.21,63.91,84.55,98.88,67.57,101.47,75.43,67.57
1/17/2017,212.06,105.92,483.1444,527.5867,441.5732,541.9852,496.3745,103.7,107.04,109.19,109.46,594.235,105.92,100.88,146.44,468.7474,118.17,70.9317,327.8412,298.4389,90.91,65.97,91.63,101.91,65.28,86.77,45.1,64.09,84.49,98.47,67.63,101.48,75.67,67.63
1/18/2017,211.66,106.16,483.6234,528.1492,441.5448,540.316,495.6759,103.9,107.3,109.29,109.57,586.3546,106.16,100.99,146.28,468.8219,118.17,70.9697,326.4187,298.5711,90.86,65.89,91.42,101.98,65.32,86.7,44.78,63.75,84.72,99.21,67.7,101.49,75.95,67.7
1/19/2017,211.44,106.23,481.7285,527.1105,442.7215,538.244,496.7526,103.97,107.37,109.31,109.88,583.9017,106.23,101.03,145.96,469.4573,118.17,71.0036,324.9706,298.3416,90.88,65.99,91.1,101.93,65.37,86.63,45.12,63.15,84.59,99.55,67.7,101.49,75.94,67.7
1/20/2017,211.44,106.3,479.7244,530.867,443.6924,539.3749,497.1839,103.96,107.49,109.3,109.94,589.7726,106.3,101.08,146.47,469.6622,118.17,71.0135,323.9507,298.6982,90.99,65.89,91.1,101.97,65.38,86.96,45.21,63.11,84.74,99.61,67.74,101.5,76.12,67.74
1/23/2017,211.76,106.45,480.2885,530.1328,442.6478,538.7389,496.2354,104.11,107.64,109.4,109.53,589.0755,106.45,101.16,146.65,470.0106,118.17,71.0806,325.3671,298.2505,91.06,65.65,91.23,101.92,65.46,86.88,45.45,63.28,84.82,99.19,67.77,101.5,76.22,67.77
1/24/2017,211.61,106.33,480.7003,532.1567,443.5602,540.1418,496.3226,103.87,107.57,109.38,109.59,586.2532,106.33,101.01,145.83,470.3278,118.17,71.0951,324.4143,298.8218,91.14,65.74,91.18,101.92,65.46,87.08,45.54,63.1,84.91,98.68,67.83,101.52,76.42,67.83
1/25/2017,211.13,106.3,478.0128,529.2381,444.5491,539.8296,496.519,103.8,107.57,109.36,109.93,584.7216,106.3,100.95,145.24,470.0822,118.17,71.0626,322.1574,299.4267,91.2,65.82,91.59,101.94,65.42,86.92,45.58,62.79,84.82,98.78,67.83,101.52,76.44,67.83
1/26/2017,210.96,106.31,478.4919,528.7938,444.1699,539.5836,497.5422,103.79,107.58,109.38,110.18,591.5332,106.31,100.97,145.52,470.0164,118.17,70.9037,320.2882,299.2337,91.2,65.8,91.53,101.92,65.44,86.98,45.76,62.79,84.8,98.23,67.83,101.52,76.43,67.83
1/27/2017,210.19,106.24,477.6781,528.3927,444.3407,539.3489,496.787,103.69,107.53,109.34,109.87,586.671,106.24,100.9,145.26,469.9758,118.17,70.8319,320.8703,297.9801,91.18,65.67,91.41,101.91,65.48,87.08,45.75,63.21,84.81,97.92,67.81,101.52,76.37,67.81
1/30/2017,211.34,105.87,478.4378,531.7701,444.4816,538.3441,496.9538,103.44,107.1,109.24,109.67,590.1023,105.87,100.7,145.31,470.4729,118.13,71.082,320.0489,297.3189,91.16,65.5,91.3,101.9,65.54,86.8,45.89,63.3,84.79,97.85,67.7,101.49,75.97,67.7
1/31/2017,210.71,106,479.6262,532.8548,443.792,538.7698,495.8594,103.65,107.18,109.29,109.46,590.4164,106,100.72,145.41,470.2834,118.13,71.0159,320.6498,297.46,91.16,65.44,91.3,101.91,65.6,86.72,45.81,63.38,84.63,97.43,67.73,101.49,76.08,67.73
2/1/2017,210.18,106.24,479.2417,531.8103,443.9196,542.3359,495.5878,103.91,107.42,109.24,109.76,597.3933,106.24,100.85,146.42,470.4647,118.13,70.8464,319.3367,297.7592,91.2,65.59,91.06,101.88,65.61,86.96,45.87,63.58,84.67,97.4,67.76,101.49,76.18,67.76
2/2/2017,211.19,105.99,475.8798,532.4022,441.6871,545.1269,494.9585,103.6,107.19,109.4,109.56,596.1792,105.99,100.84,146.49,471.1346,118.13,71.3857,321.1989,296.7261,91.15,65.51,91.09,101.89,65.65,86.96,45.97,63.67,84.61,97.09,67.75,101.48,76.2,67.75
2/3/2017,211.62,106.03,477.2879,534.1329,441.9322,541.7455,494.3433,103.55,107.28,109.42,109.57,598.7448,106.03,100.78,146.57,470.6999,118.13,71.4077,320.5474,295.6177,91.2,65.55,91.17,101.95,65.62,87.07,46.23,64.2,84.95,96.8,67.79,101.49,76.33,67.79
2/6/2017,212.21,106.11,475.7776,535.5663,441.0052,542.0925,494.6837,103.66,107.35,109.49,109.66,592.2858,106.11,100.76,145.72,471.1363,118.13,71.7157,319.7786,294.089,91.25,65.55,91.05,101.91,65.69,87.01,46.35,63.87,84.99,96.62,67.83,101.5,76.5,67.83
2/7/2017,211.63,106.15,476.5481,533.1218,441.4712,541.7903,494.8868,103.72,107.38,109.48,109.51,589.6997,106.15,100.8,145.99,471.1054,118.13,71.6974,320.6602,294.5902,91.26,65.42,90.79,101.91,65.7,87.18,46.33,63.62,85.08,96.14,67.87,101.51,76.65,67.87
2/8/2017,212.14,106.17,480.8369,533.1706,443.6088,541.1744,495.4722,103.73,107.4,109.54,109.15,591.6505,106.17,100.8,146.07,471.0448,118.13,71.5808,322.9,293.8005,91.21,65.2,90.82,101.92,65.73,87.19,46.46,62.47,85.19,97.09,67.88,101.51,76.72,67.88
2/9/2017,212.79,106.04,479.5248,532.0935,444.6885,541.1543,495.0502,103.58,107.28,109.56,109.21,596.3075,106.04,100.59,146.95,471.1752,118.13,71.6176,323.4071,294.8897,91.37,65.3,91.73,102.01,65.71,87.3,46.77,63.47,85.21,97.42,67.94,101.53,76.9,67.94
2/10/2017,213.41,105.97,479.1554,532.4738,443.8292,543.6055,496.1926,103.46,107.23,109.52,109.24,600.9511,105.97,100.56,146.74,471.5931,118.13,71.6387,321.6829,294.2519,91.32,65.36,92.44,101.93,65.7,87.39,46.8,63.91,85.21,97.23,68,101.55,77.1,68
2/13/2017,213.83,106.07,477.9971,532.7614,444.3588,546.5438,497.5268,103.49,107.37,109.57,109.25,599.7442,106.07,100.67,147.11,471.7007,118.13,71.774,322.0391,294.979,91.33,65.38,93.37,101.92,65.68,87.41,46.99,64.17,85.21,97.15,68.07,101.57,77.38,68.07
2/14/2017,214.1,106.12,476.9243,533.7334,443.916,547.2566,496.8666,103.5,107.45,109.61,109.4,600.2561,106.12,100.76,147.67,471.6439,118.13,71.8975,321.3864,295.1627,91.34,65.54,93.71,101.92,65.71,87.32,46.85,64.34,85.2,97.07,68.12,101.58,77.55,68.12
2/15/2017,214.36,106.15,476.329,532.9633,445.3736,551.8493,497.212,103.48,107.5,109.62,109.43,599.9174,106.15,100.76,148.05,471.714,118.13,71.6848,320.7228,294.35,91.29,65.71,94.01,101.91,65.7,87.48,47.23,64.31,85.18,97.52,68.16,101.58,77.73,68.16
2/16/2017,214.23,106.18,475.599,533.9003,445.7878,555.1225,496.0165,103.5,107.54,109.64,109.17,601.2701,106.18,100.82,148.66,471.9589,118.13,71.7145,322.9093,293.8747,91.3,65.59,94,101.96,65.75,87.6,47.47,64.6,85.24,96.98,68.16,101.58,77.74,68.16
2/17/2017,213.86,106.15,477.2412,533.7336,445.6872,555.113,495.3988,103.48,107.51,109.64,109.08,601.4194,106.15,100.85,148.48,471.7341,118.13,71.628,322.7558,292.2541,91.28,65.58,93.17,101.93,65.77,87.84,47.75,64.72,85.4,97.08,68.14,101.57,77.68,68.14
2/20/2017,213.86,106.15,477.2412,532.394,445.6872,555.113,495.3988,103.48,107.51,109.64,109.08,601.4194,106.15,100.85,148.48,471.7341,118.13,71.628,322.7983,292.408,91.28,65.63,93.17,101.93,65.77,87.84,47.99,64.72,85.38,96.91,68.14,101.57,77.68,68.14
2/21/2017,214.05,106.23,474.4896,536.7205,444.2939,551.3417,496.056,103.5,107.61,109.7,109.22,602.4776,106.23,100.88,147.92,471.2761,118.13,71.676,321.8709,292.3409,91.33,65.65,93.4,101.91,65.74,87.88,47.84,64.74,85.35,96.7,68.17,101.58,77.78,68.17
2/22/2017,214.79,106.33,476.7477,536.8085,444.8893,551.9252,496.5553,103.63,107.7,109.72,109.23,604.4315,106.33,100.95,148.7,471.3918,118.13,71.5947,322.7605,290.9767,91.32,65.62,93.3,101.96,65.76,87.84,47.78,64.6,85.38,96.48,68.17,101.57,77.81,68.17
2/23/2017,215.28,106.32,476.2913,536.3675,444.4285,553.6781,493.7839,103.66,107.67,109.72,109.07,610.4958,106.32,100.92,149.04,471.3679,118.13,71.4369,323.5854,289.7867,91.29,65.57,93.45,101.93,65.78,87.77,47.76,64.72,85.38,95.78,68.17,101.57,77.8,68.17
2/24/2017,214.55,106.43,477.1908,535.8109,443.25,553.5674,494.097,103.76,107.79,109.79,108.8,607.1851,106.43,100.97,148.5,471.5814,118.13,71.4686,325.443,288.9022,91.34,65.55,93.43,101.93,65.8,87.78,47.95,64.18,85.48,95.09,68.19,101.58,77.87,68.19
2/27/2017,214.32,106.51,477.1423,537.6638,443.7283,557.3586,493.6995,103.88,107.84,109.87,108.81,608.9314,106.51,100.98,148.69,471.8339,118.13,71.6908,325.6666,289.3944,91.35,65.64,93.6,101.97,65.81,87.88,48.24,64.64,85.48,94.55,68.21,101.58,77.95,68.21
2/28/2017,213.66,106.28,475.9159,535.1547,443.1319,552.8569,494.4903,103.64,107.62,109.88,108.81,607.7464,106.28,100.83,149.08,472.2573,118.13,72.1611,326.2048,289.6835,91.35,65.67,93.37,101.9,65.84,87.76,48.22,64.46,85.44,94.84,68.19,101.58,77.87,68.19
3/1/2017,213.63,106.35,473.3033,534.9726,440.8892,550.8009,495.4926,103.54,107.77,109.85,108.78,604.4288,106.35,100.88,149.06,472.7958,118.13,72.4473,324.3332,290.5575,91.35,65.84,93.92,101.98,65.73,87.73,48.37,64.66,85.36,95.22,68.25,101.59,78.11,68.25
3/2/2017,213.98,106.41,473.698,535.5458,441.3357,550.4124,495.2307,103.71,107.77,109.87,108.75,597.7378,106.41,100.84,149.02,472.5094,118.13,72.7602,324.2885,291.075,91.46,65.98,93.59,101.92,65.81,87.89,48.07,64.49,85.38,95.77,68.26,101.59,78.17,68.26
3/3/2017,214.28,106.49,471.5144,535.3891,440.8414,554.9281,495.3738,103.78,107.85,109.86,108.77,603.4831,106.49,100.9,149.73,472.5986,118.13,72.6564,324.0229,291.3716,91.49,65.92,93.74,101.92,65.85,88.05,48.12,64.51,85.37,96.05,68.33,101.61,78.41,68.33
3/6/2017,214.9,106.41,473.8122,535.3217,441.5873,556.4357,495.0256,103.61,107.83,109.9,108.72,605.6934,106.41,100.89,149.87,472.5607,118.13,72.3147,323.8566,291.3018,91.48,65.78,93.5,101.87,65.92,87.91,48.01,64.43,85.4,96.47,68.38,101.63,78.58,68.38
3/7/2017,215.54,106.56,474.8113,535.6026,442.386,553.4938,495.1393,103.81,107.95,109.94,108.72,607.1246,106.56,100.94,149.29,472.8695,118.13,72.4344,323.4931,290.0794,91.46,65.88,93.36,101.88,65.93,87.92,47.96,64.42,85.39,96.83,68.4,101.63,78.66,68.4
3/8/2017,214.98,106.53,480.6314,535.7859,444.0533,548.2356,495.0405,103.73,107.95,109.98,108.89,591.2558,106.53,100.93,148.52,472.0584,118.13,72.0416,321.5925,290.5316,91.44,65.97,93.21,101.89,65.94,87.58,47.13,64.19,85.35,96.68,68.39,101.63,78.64,68.39
3/9/2017,213.92,106.56,480.2774,533.3825,444.7366,550.368,494.5054,103.81,107.95,110,109.02,585.7956,106.56,100.94,148.78,472.0729,118.13,71.9438,320.6243,290.157,91.39,65.95,93.23,101.86,65.93,87.28,47.11,63.74,85.32,96.77,68.37,101.62,78.6,68.37
3/10/2017,214.29,106.71,480.0546,533.1848,445.4964,549.1997,494.4708,103.87,108.15,109.97,109.13,576.8092,106.71,101.07,148.3,471.6629,118.13,71.6712,319.4701,290.5536,91.39,65.84,93.45,101.88,65.92,87.37,47.01,63.72,85.36,96.62,68.44,101.64,78.85,68.44
3/13/2017,214.06,106.79,479.3646,533.5686,446.0919,551.9203,494.3727,103.91,108.24,110.02,109.1,569.152,106.79,101.15,148.2,471.9582,118.13,71.6964,319.3369,290.6386,91.44,65.87,93.46,101.88,65.98,87.57,46.89,63.7,85.37,96.87,68.48,101.65,78.97,68.48
3/14/2017,214.17,106.81,480.0999,533.582,446.7466,553.079,494.452,103.99,108.24,110.04,109.06,572.0827,106.81,101.12,148.43,471.6639,118.13,71.644,319.4677,290.0404,91.44,65.76,93.11,101.91,66.03,87.28,46.71,63.51,85.38,96.67,68.4,101.63,78.7,68.4
3/15/2017,215,106.73,478.041,532.5718,444.9146,552.1519,495.0422,103.73,108.25,110.08,108.94,571.8043,106.73,101.04,148.33,471.4478,118.13,71.4389,321.7779,290.1457,91.44,65.72,94.08,101.92,66.06,86.94,46.91,63.27,85.39,96.51,68.46,101.64,78.91,68.46
3/16/2017,216.31,106.81,478.2774,532.9913,444.8519,552.2388,494.3415,103.86,108.3,110.15,108.62,572.1606,106.81,101.14,148.27,471.7142,118.13,71.4914,320.6325,290.9921,91.44,65.55,93.62,101.92,66.09,87.43,47.02,63.08,85.28,96.01,68.53,101.66,79.16,68.53
3/17/2017,216.18,106.82,478.1702,533.0618,445.3546,552.4883,494.5338,103.99,108.26,110.14,108.52,571.8445,106.82,101.12,148.34,471.9902,118.13,71.4543,320.4055,290.2539,91.43,65.53,94.39,101.94,66.1,87.75,47.15,62.92,85.41,95.87,68.54,101.67,79.22,68.54
3/20/2017,216.24,106.92,480.0885,532.5929,447.6714,555.016,493.6873,104.01,108.39,110.22,108.46,570.2132,106.92,101.19,148.99,472.3634,118.13,71.538,320.5888,290.4888,91.46,65.53,94.51,101.91,66.18,87.83,47.08,62.49,85.46,95.16,68.59,101.68,79.41,68.59
3/21/2017,216.4,105.52,482.3537,532.1546,448.1708,556.2441,492.4585,102.69,106.95,109.68,108.29,569.1269,105.52,100.45,149.66,472.84,118.17,71.6332,321.6142,291.5605,91.55,65.43,94.25,101.81,66.18,87.51,46.95,61.81,85.19,94.9,68.54,101.66,79.24,68.54
3/22/2017,215.98,105.27,481.4087,534.3011,447.6357,554.9499,492.3595,102.45,106.7,109.8,108.2,566.7054,105.27,100.49,149.77,473.0231,118.17,71.835,322.9575,290.5056,91.52,65.32,94.51,101.81,66.3,87.47,46.79,61,85.29,95.55,68.68,101.68,79.8,68.68
3/23/2017,216.17,105.25,481.4756,534.4327,447.1401,552.9612,492.3737,102.37,106.72,109.96,108.19,563.0179,105.25,100.4,149.37,472.833,118.17,71.7813,323.166,291.617,91.54,65.32,94.68,101.8,66.35,87.43,46.75,61.64,85.26,95.35,68.63,101.66,79.65,68.63
3/24/2017,216.56,105.69,481.9992,534.5655,446.8608,551.5167,492.1465,102.93,107.09,110.05,108.19,564.178,105.69,100.49,148.69,472.9124,118.17,71.7323,324.0017,291.3101,91.59,65.29,94.62,101.82,66.46,87.53,46.59,61.58,85.55,95.19,68.63,101.65,79.65,68.63
3/27/2017,215.54,105.93,484.3542,533.9963,447.9372,552.5403,491.2044,102.95,107.44,110.24,108.23,569.7453,105.93,100.75,148.76,473.1964,118.17,71.7935,324.6275,291.4253,91.76,65.12,94.57,101.83,66.77,87.69,46.65,61.37,85.64,95.34,68.66,101.68,79.75,68.66
3/28/2017,215.12,106.06,483.6021,533.1403,448.2699,554.0152,491.9671,102.91,107.66,110.23,108.24,572.5626,106.06,100.97,148.76,473.4117,118.17,71.6992,325.3812,292.0713,91.79,65.09,94.72,101.87,66.77,87.87,46.78,61.85,85.87,95.38,68.7,101.7,79.84,68.7
3/29/2017,215.99,106.16,482.8006,531.6504,448.7345,554.4245,492.4063,103.1,107.71,110.24,108.18,576.0009,106.16,101.06,148.5,473.3067,118.17,71.481,326.0974,291.111,91.76,65.07,94.9,101.87,66.79,87.88,46.86,61.87,85.88,95.05,68.71,101.7,79.89,68.71
3/30/2017,217.26,106.19,482.6844,532.576,448.7519,552.9803,493.2176,103.09,107.76,110.22,108.13,577.8356,106.19,101.11,148.3,473.1562,118.17,71.3514,325.9412,290.69,91.75,65.24,94.69,101.9,66.79,87.85,46.99,62.08,85.92,94.81,68.74,101.7,79.99,68.74
3/31/2017,216.47,106.23,481.7835,532.5142,448.4603,553.1892,492.5197,103.29,107.72,110.18,108.08,584.2558,106.23,101.11,147.69,473.5295,118.17,71.2915,325.6776,290.6662,91.71,65.18,94.72,101.89,66.82,87.71,47.11,62.19,85.95,94.79,68.72,101.69,79.94,68.72
4/3/2017,217,105.99,483.1318,534.2702,448.9526,554.3839,492.9544,102.76,107.63,110.22,108.12,587.929,105.99,101.04,147.52,474.3526,118.17,72.0153,326.1466,289.1867,91.77,65.17,94.69,101.87,66.9,87.67,47.3,62.21,85.94,94.43,68.68,101.69,79.81,68.68
4/4/2017,216.67,106.24,483.8493,533.2543,448.75,557.4929,492.4,103.19,107.78,110.28,108.11,592.4196,106.24,101.11,147.77,474.718,118.17,72.0144,327.4567,289.7394,91.77,65.35,94.61,101.86,66.91,87.7,47.18,62.36,85.95,94.35,68.74,101.71,80.01,68.74
4/5/2017,216.94,105.72,483.2988,533.123,448.7897,560.9121,492.183,102.61,107.29,109.89,108.08,594.7481,105.72,100.96,148.39,474.7458,118.17,71.9547,327.4027,290.349,91.73,65.16,94.71,101.83,66.82,87.68,47.12,62.36,85.91,94.75,68.54,101.66,79.21,68.54
4/6/2017,215.84,106.04,481.9106,532.4826,449.1084,558.5794,491.8768,102.8,107.68,110.22,108.08,591.3568,106.04,101.1,148.11,474.3064,118.17,71.7758,327.7809,290.7122,91.78,65.2,94.85,101.83,67.06,87.92,47.34,62.28,85.94,95.24,68.65,101.68,79.66,68.65
4/7/2017,216.09,106.34,482.0363,532.8946,449.0278,560.582,491.2621,103.25,107.9,110.25,108.15,594.9628,106.34,101.25,148.97,474.3392,118.17,71.7657,328.3991,290.6063,91.71,65.32,94.83,101.87,67.12,87.88,47.14,62.32,85.57,94.58,68.55,101.65,79.31,68.55
4/10/2017,216.08,106.47,479.9505,533.2083,447.907,560.4287,490.7617,103.4,108.02,110.38,108.1,599.9188,106.47,101.29,148.5,474.6068,118.17,71.8727,327.7302,290.3836,91.61,65.42,94.87,101.83,67.14,88.12,47.31,62.31,85.59,94.63,68.4,101.58,78.81,68.4
4/11/2017,216.28,106.48,479.1879,534.8542,447.9931,559.9789,489.3702,103.2,108.14,110.29,108.32,601.1716,106.48,101.39,148.14,475.2523,118.16,72.0045,328.0329,289.6283,91.49,65.41,94.9,101.88,67.18,88.09,47.37,62.22,85.39,94.59,68.12,101.47,77.89,68.12
4/12/2017,217.02,106.59,479.3641,535.271,447.5601,558.7292,489.5646,103.45,108.18,110.48,108.33,601.0971,106.59,101.4,148.51,475.3396,118.16,72.1354,328.182,289.4718,91.55,65.39,94.94,101.85,67.21,88.08,47.59,62.45,85.61,94.83,68.19,101.47,78.18,68.19
4/13/2017,217.49,106.48,479.4668,534.1897,447.2498,558.579,488.7883,103.31,108.09,110.53,108.46,598.2619,106.48,101.32,148.63,475.5532,118.16,72.1823,328.9918,289.2096,91.68,65.39,95.09,101.8,67.22,88.12,47.7,62.46,85.43,94.38,68.16,101.46,78.08,68.16
4/14/2017,217.49,106.48,479.4668,534.1897,447.2498,558.579,488.7883,103.31,108.09,110.53,108.46,598.2619,106.48,101.32,148.63,475.5532,118.16,72.1823,328.9918,289.2096,91.68,65.39,95.09,101.8,67.22,88.12,47.7,62.46,85.43,94.38,68.16,101.46,78.08,68.16
4/17/2017,217.49,106.67,478.3871,534.982,447.0977,557.7218,488.7264,103.38,108.34,110.76,108.46,595.6598,106.67,101.51,148.63,475.894,118.16,72.1767,328.9918,289.2096,91.7,65.39,94.91,101.82,67.29,88.4,47.87,62.46,85.54,94.38,68.47,101.67,78.86,68.47
4/18/2017,217.76,106.76,479.04,533.8015,446.3009,558.4644,489.3802,103.51,108.41,110.81,108.86,592.0792,106.76,101.59,149.31,476.1076,118.16,72.2251,329.7389,289.0063,91.84,65.33,94.82,101.81,67.3,88.41,47.95,62.34,85.61,94.4,68.53,101.72,78.98,68.53
4/19/2017,217.32,106.74,479.578,534.2086,446.2068,555.2105,491.4097,103.48,108.39,110.83,108.75,586.8579,106.74,101.51,149.34,475.7222,118.16,72.1318,329.3896,289.7826,91.87,65.35,95.13,101.78,67.29,88.34,47.45,62.62,85.66,94.31,68.63,101.76,79.31,68.63
4/20/2017,217.18,106.79,481.2387,535.2042,447.1827,551.7325,492.1178,103.47,108.47,110.87,108.59,583.1259,106.79,101.57,149.97,475.7421,118.14,72.2241,329.284,289.9518,91.85,65.23,95.37,101.92,67.27,88.47,47.68,62.58,85.65,94.38,68.64,101.76,79.35,68.64
4/21/2017,217.63,106.74,482.5008,535.5455,448.3142,551.6887,492.3422,103.42,108.43,110.85,108.7,579.7178,106.74,101.61,150.05,475.879,118.14,72.3904,329.0215,289.2185,91.86,65.32,95.46,101.9,67.22,88.61,47.38,62.51,85.49,94.88,68.62,101.75,79.29,68.62
4/24/2017,217.53,107.14,481.8308,535.5668,448.8421,548.9871,493.077,103.7,108.89,111.18,108.24,575.613,107.14,101.88,149.57,475.7484,118.17,72.4069,330.7872,291.2879,92.04,65.16,95.37,101.9,67.41,89.05,47.43,62.55,85.85,96.82,68.65,101.77,79.35,68.65
4/25/2017,216.76,107.09,481.1378,534.4619,447.6369,549.665,493.3054,103.6,108.86,111.14,107.89,576.5967,107.09,101.86,148.88,475.4944,118.17,72.1735,329.2795,291.3125,92.01,65.07,95.12,101.91,67.4,88.94,47.6,62.15,85.79,97.34,68.66,101.78,79.42,68.66
4/26/2017,216.82,107.11,478.9019,533.2067,446.1462,551.5243,494.0277,103.6,108.89,111.17,107.78,574.8351,107.11,101.84,149.28,475.2049,118.17,72.0661,329.0487,290.6312,92.03,65.01,95.14,101.89,67.41,88.96,47.78,62.18,85.79,97.11,68.66,101.78,79.41,68.66
4/27/2017,217.28,107.15,477.5146,533.0914,446.9216,555.8566,494.1422,103.66,108.93,111.2,107.93,572.0269,107.15,102,149.56,474.8632,118.17,71.9036,330.6253,290.3321,92.04,65.16,95.19,101.89,67.45,89.01,47.68,62.13,85.83,97.29,68.68,101.78,79.48,68.68
4/28/2017,216.74,107.1,474.6056,534.3351,446.5437,557.0045,493.4402,103.61,108.87,111.17,107.86,565.1064,107.1,101.81,150.06,474.8167,118.17,71.9429,330.3665,290.8353,91.91,65.27,95.32,101.86,67.49,88.98,47.99,62.08,85.92,97.7,68.67,101.77,79.47,68.67
5/1/2017,216.74,107.26,472.5936,532.3412,445.5936,557.9375,494.3923,103.75,109.05,111.15,107.86,566.2385,107.26,101.87,150.06,474.6282,118.17,71.9384,330.3665,290.8353,92,65.27,95.42,101.84,67.53,89.05,47.85,62.08,85.88,97.7,68.69,101.78,79.54,68.69
5/2/2017,217.09,107.31,472.6222,532.3476,446.4617,557.2044,494.6866,103.74,109.13,111.16,107.86,562.1709,107.31,101.95,149.57,474.4051,118.17,71.4483,330.1463,290.7755,91.96,65.24,95.92,101.83,67.55,89.1,47.63,61.92,85.92,98.01,68.7,101.79,79.58,68.7
5/3/2017,217.36,107.3,473.196,530.0364,446.7829,553.0277,496.0813,103.75,109.11,111.2,108.09,561.1256,107.3,102.01,149.1,473.8977,118.17,71.4803,330.4045,290.8912,91.94,65.3,95.56,101.86,67.6,89.03,47.57,61.9,85.89,98.73,68.67,101.77,79.49,68.67
5/4/2017,216.83,107.41,476.6996,530.6908,448.2847,551.2064,497.4205,103.87,109.2,111.22,107.73,550.1693,107.41,101.99,149.72,473.2842,118.17,71.395,329.818,291.9045,92.01,65.2,95.41,101.85,67.61,88.96,47.36,61.61,85.78,98.5,68.75,101.79,79.77,68.75
5/5/2017,216.28,107.31,476.3055,530.6285,448.0995,553.6769,497.0876,103.73,109.13,111.19,107.8,556.0161,107.31,101.98,149.53,473.6421,118.17,71.5718,330.349,292.8978,91.92,65.04,96.13,101.86,67.58,88.84,47.3,61.85,85.79,98.14,68.71,101.78,79.63,68.71
