date,Strategy1,Strategy2,Strategy3,Strategy4,Strategy5,Strategy6,Strategy7,Strategy8,Strategy9,Strategy10,Strategy11,Strategy12,Strategy13,Strategy14,Strategy15,Strategy16,Strategy17,Strategy18,Strategy19,Strategy20,Strategy21,Strategy22,Strategy23,Strategy24,Strategy25,Strategy26,Strategy27,Strategy28,Strategy29,Strategy30,Strategy31,Strategy32,Strategy33,Strategy34
2/22/2018,210.5,111.54,503.0545,566.5542,456.0917,603.5759,491.2642,106.09,114.34,114.53,107.76,635.2696,111.54,105.51,158.29,486.4829,120.06,77.9168,333.5757,304.0432,94.03,67.84,97.84,102.09,68.96,94.48,50.71,60.82,86.68,98.79,68.81,100.2,85.21,68.81
2/23/2018,211.01,111.51,502.1208,567.1447,455.8561,602.9698,491.1852,105.89,114.4,114.32,107.38,639.9823,111.51,105.65,158.36,486.6656,120.11,77.9609,335.0711,303.1552,94.09,67.69,97.66,102.25,69.03,94.79,50.69,60.74,86.74,98.79,68.82,100.23,85.2,68.82
2/26/2018,210.94,111.61,503.5362,568.0193,455.6133,604.5088,491.8146,105.86,114.57,114.31,106.86,642.9994,111.61,105.79,158.31,487.0963,120.11,77.9822,336.0169,303.1979,94.18,67.73,97.53,102.28,69,94.96,50.73,60.73,86.75,99.18,68.81,100.24,85.11,68.81
2/27/2018,210.41,111.61,505.6539,566.1919,455.1957,609.1791,490.0423,106.04,114.48,114.32,107.53,642.4447,111.61,105.63,157.84,486.7406,120.11,77.9736,335.692,304.6176,93.98,67.84,97.41,102.33,68.96,94.79,50.78,60.76,86.69,99.94,68.74,100.19,84.9,68.74
2/28/2018,210.16,111.07,506.0689,565.2081,454.7582,608.8639,487.3667,105.87,113.75,113.81,107.31,642.3988,111.07,105.44,156.61,486.0138,120.11,77.7072,336.175,303.6975,94.02,67.83,96.9,102.3,68.86,94.72,50.37,60.56,86.71,100.7,68.73,100.17,84.92,68.73
3/1/2018,210.15,111.49,504.556,561.077,455.6565,609.3526,487.161,106.37,114.11,114.14,107.01,646.8956,111.49,105.4,156.8,485.644,120.05,77.6215,337.3491,303.0462,94.11,67.66,96.78,102.12,68.48,94.3,50.25,60.38,86.62,100.7,68.63,100.13,84.58,68.63
3/2/2018,209.42,111.31,502.0551,561.2219,456.0006,609.2112,487.7851,105.93,114.07,114.61,107,646.5249,111.31,105.42,157.25,486.0375,120.03,77.6926,337.1417,302.9589,94.39,67.53,96.32,102.03,68.92,94.79,50.39,60.77,86.68,100.73,68.7,100.13,84.93,68.7
3/5/2018,209.85,111.41,499.7386,561.335,454.9921,609.2651,488.0722,105.9,114.24,114.71,107.02,651.6987,111.41,105.64,156.94,486.2121,120.03,77.7344,336.6885,302.5693,94.42,67.59,96.4,102.17,69.14,95.1,50.48,61.06,86.74,99.51,68.75,100.17,85.01,68.75
3/6/2018,209.99,111.45,498.3027,561.4123,456.7401,612.6044,488.5377,105.88,114.32,114.69,107.04,653.497,111.45,105.7,157.33,486.9518,120.03,77.962,335.5989,303.6867,94.4,67.75,96.15,102.19,69.17,95.12,50.46,61.19,86.71,99.51,68.85,100.19,85.48,68.85
3/7/2018,209.04,111.47,500.478,561.0722,457.6144,616.7009,487.588,105.88,114.35,114.72,107.21,648.9309,111.47,105.7,157.12,487.3194,120.03,78.1144,336.7735,303.425,94.44,67.83,95.85,102.12,69.21,95.37,50.29,61.57,86.65,99.51,68.93,100.23,85.73,68.93
3/8/2018,209.67,111.48,500.1794,561.3857,456.5983,616.5517,487.0183,105.91,114.35,114.79,107.1,647.7948,111.48,105.76,157.8,487.4823,120.03,78.2942,338.4224,303.3958,94.48,67.9,95.93,102.15,69.22,95.58,50.35,61.66,86.76,99.34,68.92,100.25,85.61,68.92
3/9/2018,210.46,111.37,498.788,563.5614,455.7194,615.4038,487.1963,105.65,114.32,114.68,107.45,646.4548,111.37,105.69,157.4,487.9494,120.12,78.3391,337.7154,303.7902,94.72,68.16,96.01,102.24,69.17,96.16,50.71,61.58,86.88,100.14,68.86,100.28,85.2,68.86
3/12/2018,209.98,111.4,497.7988,563.784,457.0536,617.517,486.5423,105.65,114.36,114.77,107.35,649.3451,111.4,105.73,157.63,488.5249,120.12,78.591,338.0374,303.6183,94.6,68.15,96.35,102.31,69.18,95.86,50.72,61.63,86.87,101.14,68.85,100.27,85.21,68.85
3/13/2018,209.56,111.4,500.4549,563.7473,457.0122,619.1741,487.1126,105.74,114.32,114.8,107.23,644.2788,111.4,105.73,158,488.9779,120.12,78.7607,338.4635,303.2592,94.54,68.06,96.19,102.26,69.17,95.84,50.63,61.25,86.91,101.13,68.82,100.25,85.14,68.82
3/14/2018,209.09,111.5,502.4278,564.6409,457.9716,620.7261,486.8418,105.89,114.39,114.87,106.84,646.8842,111.5,105.76,157.88,488.8294,120.12,78.7497,339.3427,301.6245,94.63,67.99,95.75,102.22,69.2,95.92,50.67,61.1,86.96,100.55,68.89,100.25,85.44,68.89
3/15/2018,208.58,111.58,501.5189,565.7016,457.3175,616.5744,486.1464,106,114.45,114.82,106.83,649.1916,111.58,105.8,158.54,488.5953,120.12,78.6337,340.1562,301.7472,94.82,67.98,95.61,102.21,69.32,96.23,50.83,61.21,86.98,100.44,68.96,100.28,85.69,68.96
3/16/2018,208.38,111.5,499.3136,566.2633,456.6402,613.1337,485.6652,105.73,114.47,114.95,106.94,649.5685,111.5,105.83,158.18,488.526,120.12,78.5565,340.3239,301.5819,94.9,68.07,95.92,102.25,69.35,96.48,50.81,61.53,86.97,100.35,68.97,100.3,85.69,68.97
3/19/2018,208.03,111.1,498.3484,568.8953,457.1002,612.7546,484.2757,105.65,113.9,113.88,106.91,648.2694,111.1,105.4,159.27,488.9819,119.73,78.5347,340.5792,301.8069,94.93,68.13,95.83,102.17,69.02,96.31,50.91,61.51,86.91,100.33,68.67,100.21,84.51,68.67
3/20/2018,208.65,111.52,497.2419,567.8128,456.2222,612.065,483.5763,106.05,114.34,114.57,107.13,654.0571,111.52,105.67,158.79,488.7616,119.73,78.4275,341.0453,303.2124,94.81,68.32,95.6,102.11,69.25,96.49,50.79,61.54,86.89,101.49,68.94,100.28,85.63,68.94
3/21/2018,209.36,111.39,498.4165,569.6812,456.1074,611.6652,483.7503,105.83,114.24,114.86,107.21,662.3133,111.39,105.8,159.48,489.1086,119.73,78.4015,340.5597,304.1039,95.05,68.55,95.61,102.06,69.3,96.61,50.39,61.4,86.76,100.06,69.06,100.34,86.02,69.06
3/22/2018,209.27,111,501.2236,570.1329,456.6887,614.1276,483.7029,105.76,113.69,114.03,106.68,663.4649,111,105.46,159.15,489.3788,120.05,78.4639,343.1771,301.2485,94.1,68.45,96.22,101.68,68.81,96.03,50.45,61.4,87.02,100.11,69.02,100.32,85.87,69.02
3/23/2018,209.13,109.84,501.6894,569.2438,455.8333,612.5203,484.6249,105.09,112.26,113.33,106.8,672.5438,109.84,104.48,158.14,489.5844,120.1,78.2978,343.5576,301.8236,93.84,68.58,96.81,100.56,68.57,96.29,50.25,61.3,86.65,99.84,69.06,100.36,85.96,69.06
3/26/2018,209.42,110.64,500.6873,569.4639,455.4062,611.8039,484.2204,105.32,113.38,113.72,106.76,669.311,110.64,105.32,158.74,489.7313,120.72,78.3209,342.969,301.5476,93.98,68.62,95.9,101.49,68.86,96.41,50.5,61.44,86.86,99.56,69.1,100.3,86.33,69.1
3/27/2018,209.34,110.41,501.158,569.5386,456.0177,612.4826,483.2678,105.28,113.03,113.09,106.72,666.1374,110.41,105.23,159.15,489.7312,120.73,78.2805,344.1042,301.0682,93.84,68.39,96.77,100.85,68.88,96.14,50.56,61.46,86.99,99.57,69.1,100.28,86.38,69.1
3/28/2018,208.89,110.84,502.2986,569.7718,457.8373,615.9952,482.5716,105.66,113.49,112.96,106.45,662.8391,110.84,105.42,159.13,489.5091,120.73,78.2058,344.7403,300.1122,94.28,68.26,96.97,100.61,69.52,96.33,50.58,61.36,86.92,98.63,69.23,100.31,86.96,69.23
3/29/2018,209.39,110.77,500,568.3082,458.2303,613.3345,483.1601,105.22,113.62,113.29,106.46,667.9712,110.77,105.52,158.02,489.6091,120.7,78.2697,345.7568,299.9689,94.68,68.17,96.93,101.17,69.62,96.68,50.75,61.25,86.99,98.79,69.22,100.31,86.92,69.22
3/30/2018,209.39,110.77,500,568.3082,458.2303,613.3345,483.1601,105.22,113.62,113.29,106.46,667.9712,110.77,105.52,158.02,489.6091,120.7,78.2697,345.7568,299.9689,94.68,68.17,96.93,101.17,69.62,96.68,50.75,61.25,86.99,98.79,69.22,100.31,86.92,69.22
4/2/2018,209.39,110.22,501.5476,569.0542,460.8483,616.5858,482.5294,105.09,112.85,113.13,106.46,667.2139,110.22,104.85,158.02,489.9776,120.55,78.3861,345.7568,299.9689,94.96,68.17,97.51,100.28,69.32,96.41,50.42,61.25,86.95,98.79,69.12,100.21,86.71,69.12
4/3/2018,209.67,111.37,502.3227,568.8927,462.0611,616.4824,482.8982,105.98,114.14,113.51,106.47,672.6748,111.37,105.27,158.55,490.2992,120.55,78.4473,345.449,299.9397,95.13,68.2,97.05,100.87,69.38,97.09,50.58,61.66,86.97,99.43,69.2,100.27,86.93,69.2
4/4/2018,208.92,111.29,505.7771,567.2619,462.7722,616.7269,483.1873,105.7,114.16,113.51,106.47,671.2338,111.29,105.21,158.11,490.0919,120.55,78.5786,346.3246,300.1942,94.95,68.15,96.6,101.36,69.42,97.08,50.94,61.56,86.82,99.44,69.25,100.3,87.05,69.25
4/5/2018,209.22,111.26,503.0232,566.8804,461.6697,619.8145,482.3535,105.58,114.19,113.44,106.53,669.1494,111.26,105.22,158.19,490.1338,120.55,78.41,344.9995,301.3543,94.88,68.24,96.54,101.52,69.41,97.02,51.26,61.46,86.78,99.7,69.26,100.34,86.97,69.26
4/6/2018,208.46,111.34,504.6041,565.618,462.5765,619.5194,481.2404,105.82,114.17,113.65,106.48,668.2073,111.34,105.01,158.24,489.95,120.53,78.5409,345.6161,300.6666,95.15,68.04,97.02,101.02,69.24,96.85,51.13,61.65,86.83,99.88,69.13,100.25,86.65,69.13
4/9/2018,207.95,111.47,502.8584,565.4553,463.6782,619.5685,481.8798,105.85,114.36,113.6,106.53,669.3378,111.47,105.13,158.03,489.8507,119.92,78.4708,345.4946,300.9576,95.34,68.06,97.14,101.12,69.28,97.11,51.02,61.72,86.79,99.92,69.19,100.25,86.95,69.19
4/10/2018,206.18,111.62,500.4232,566.0467,462.81,619.8449,484.3092,105.83,114.61,114.21,106.52,673.1375,111.62,105.36,158.48,490.643,120.01,78.2976,344.5706,301.1495,95.52,68.01,96.78,101.53,69.24,96.96,50.36,61.72,86.84,101.04,69.24,100.3,87.04,69.24
4/11/2018,205.47,111.84,498.258,567.2824,462.7691,618.9294,485.8264,106.06,114.82,114.35,106.48,674.2278,111.84,105.48,158.24,491.0452,120.01,78.1782,345.821,300.215,95.58,68.1,96.7,101.47,69.35,97.14,50.14,61.69,86.68,101.03,69.32,100.32,87.36,69.32
4/12/2018,206.64,111.93,494.7061,565.3695,462.3321,618.3675,483.8575,106.03,114.98,114.5,106.51,670.2614,111.93,105.62,158.14,490.0889,120.01,77.9038,345.2304,301.542,95.54,68.3,96.33,101.64,69.31,97.02,50.27,61.46,86.66,101.06,69.35,100.39,87.27,69.35
4/13/2018,206.85,111.92,495.8732,565.7355,461.9787,617.5909,485.0956,105.93,115,114.56,106.51,669.3455,111.92,105.66,157.36,490.079,120.01,77.7219,345.322,301.4669,95.7,68.44,96.38,101.66,69.4,97.04,50.32,61.52,86.83,101.06,69.37,100.41,87.29,69.37
4/16/2018,205.89,111.88,496.9498,566.3803,462.6698,619.2132,484.0718,105.74,115.05,114.82,106.53,657.2003,111.88,105.72,157.87,490.1866,120.01,77.5821,344.9414,302.1735,95.42,68.55,96.34,101.82,69.38,97.14,50.5,61.7,86.93,101.08,69.42,100.44,87.43,69.42
4/17/2018,206.64,111.8,496.7328,565.8456,463.1378,619.4206,483.9495,105.55,115.03,114.62,106.51,657.7844,111.8,105.67,157.71,490.4271,120.03,77.6931,345.7206,301.7379,95.31,68.62,95.5,101.87,69.35,97.21,50.66,61.64,86.95,101.09,69.39,100.45,87.29,69.39
4/18/2018,207.09,111.85,493.5073,565.9615,462.1863,620.8868,485.1065,105.61,115.07,114.67,106.5,653.7625,111.85,105.68,157.18,491.1162,120.03,77.6301,345.6459,301.3625,95.16,68.74,96.03,101.89,69.4,97.19,50.42,61.48,86.87,101.1,69.36,100.44,87.12,69.36
4/19/2018,206.54,111.92,493.7378,568.3521,462.7313,621.9671,485.7035,105.72,115.13,114.69,106.57,661.2384,111.92,105.67,157.29,491.0566,120.03,77.4641,343.1833,303.7348,95.2,68.78,95.66,101.82,69.54,96.93,50.44,60.98,87.02,101.79,69.34,100.44,87.03,69.34
4/20/2018,205.82,111.89,496.8013,567.1573,462.5924,620.2496,485.3888,105.7,115.09,114.72,106.58,657.8529,111.89,105.66,157.66,490.6664,120.04,77.3952,342.8109,303.8453,95.35,68.8,96.16,101.76,69.64,97.14,50.48,60.44,87.06,101.13,69.32,100.43,86.96,69.32
4/23/2018,205.2,112.41,497.1697,567.4592,462.3057,623.9438,486.6211,106.08,115.68,114.99,106.7,670.0869,112.41,105.97,157.75,490.8418,120.04,77.5102,342.0187,304.5561,95.53,68.76,96.37,101.74,69.7,97.26,50.49,60.76,87.04,102.45,69.34,100.43,87.07,69.34
4/24/2018,205.68,111.75,497.1573,567.0543,463.5719,630.5744,486.9371,106.07,114.67,114.41,106.77,677.4554,111.75,105.78,158.34,490.4814,120.01,77.4792,342.1202,304.8669,95.72,68.8,96.47,101.58,69.36,96.79,50.42,60.87,87.05,103.39,69.28,100.41,86.83,69.28
4/25/2018,205.35,112.33,495.8859,565.0095,462.7696,629.3391,486.5228,106.08,115.56,114.71,106.91,677.4533,112.33,105.93,157.77,490.2608,120.01,77.4243,341.8647,305.1131,95.69,68.79,96.69,101.58,69.73,97.17,50.63,60.5,87,103.42,69.33,100.42,87.07,69.33
4/26/2018,206.18,112.51,497.2265,566.1092,462.4147,629.9321,486.3141,106.16,115.79,114.17,106.83,677.8535,112.51,106.02,157.85,489.949,120.04,77.3169,343.4287,304.0613,95.73,68.76,96.65,101.71,69.7,97.63,50.76,60.75,87.03,103.8,69.35,100.43,87.15,69.35
4/27/2018,207.38,112.61,499.3534,566.185,463.5103,632.4074,485.7761,106.19,115.93,114.53,106.53,678.928,112.61,106.1,157.7,489.3438,120.04,77.2296,344.3357,302.6283,95.86,68.59,96.87,101.76,69.74,97.58,50.98,60.84,87.13,104.33,69.33,100.43,87.01,69.33
4/30/2018,207.03,112.67,498.0051,565.8538,464.732,630.1009,485.9241,106.32,115.95,114.74,106.45,683.2305,112.67,106.09,157.77,489.4452,120.04,77.4202,343.9746,301.9063,96.12,68.59,96.68,101.7,69.75,97.63,50.6,60.35,87.07,104.35,69.33,100.42,87.06,69.33
5/1/2018,207.11,112.46,501.6204,563.4064,466.5096,625.8232,485.1957,105.98,115.81,114.85,106.54,681.9467,112.46,105.99,157.77,488.9724,120.04,77.3277,344.3484,301.1881,96.18,68.67,96.78,101.72,69.86,97.57,50.68,60.57,87.06,104.35,69.38,100.44,87.27,69.38
5/2/2018,206.11,112.35,501.0708,563.8574,465.9505,626.0676,485.1805,105.86,115.7,114.95,106.52,680.6372,112.35,105.93,156.63,489.5922,120.04,77.3262,343.9834,302.3715,96.33,68.61,96.63,101.65,69.89,97.85,50.86,60.65,87.07,104.36,69.35,100.42,87.17,69.35
5/3/2018,205.82,112.36,497.5621,564.0263,465.5658,628.3056,485.863,105.91,115.7,114.93,106.38,685.7892,112.36,105.92,157.03,489.3873,120.01,77.3312,345.6607,300.6576,96.38,68.49,96.62,101.64,69.68,97.73,51.05,60.81,87.15,104.41,69.26,100.41,86.76,69.26
5/4/2018,206.49,112.08,497.3455,565.0596,464.596,624.0708,487.121,105.55,115.46,114.49,106.43,682.7547,112.08,105.8,157.33,489.9337,120.01,77.424,344.657,300.7961,96.26,68.5,96.38,101.77,69.66,97.89,50.92,60.7,87.22,104.34,69.31,100.43,86.96,69.31
5/7/2018,206.49,112.12,497.8034,567.3223,465.0714,621.8866,487.4122,105.55,115.51,114.57,106.43,686.7357,112.12,105.79,157.33,491.0333,120.01,77.8171,344.657,300.7961,96.29,68.5,96.04,101.79,69.66,98.12,50.85,60.7,87.25,104.37,69.34,100.43,87.09,69.34
5/8/2018,205.56,112.16,499.651,565.791,466.0655,620.9221,486.7145,105.56,115.58,114.64,106.54,681.7825,112.16,105.9,157.38,490.4463,120.01,77.6684,343.3447,301.6998,96.29,68.47,95.73,101.8,69.73,98.05,50.8,60.92,87.21,104.37,69.37,100.44,87.22,69.37
5/9/2018,206.65,112.19,500.2022,567.626,466.7532,620.3406,488.419,105.57,115.61,114.62,106.58,687.9343,112.19,105.88,157.46,490.7783,120.01,77.6493,343.2957,302.1922,96.32,68.46,95.73,101.86,69.72,98.26,50.64,61.04,87.11,104.37,69.43,100.45,87.47,69.43
5/10/2018,207.2,112.15,499.9991,567.6587,468.5682,623.8955,488.1173,105.49,115.6,114.59,106.5,687.3344,112.15,105.86,157.91,491.1946,120.01,78.1099,343.1068,301.1999,96.25,68.56,96.54,101.89,69.7,98.19,50.68,61.02,87.14,104.53,69.44,100.45,87.49,69.44
5/11/2018,206.26,112.1,502.621,569.6705,468.9095,629.327,486.9393,105.42,115.57,114.56,106.51,688.6641,112.1,105.85,159.05,491.5805,120.01,78.2272,343.309,301.7769,96.14,68.54,96.83,101.9,69.71,98.18,50.9,61.03,87.3,104.09,69.47,100.46,87.65,69.47
5/14/2018,205.12,112.12,504.4676,569.0885,468.8106,624.8674,488.1085,105.4,115.6,114.61,106.51,685.681,112.12,105.88,157.79,490.9597,120.01,78.146,341.5649,302.9431,96.07,68.48,96.88,101.9,69.7,98.19,50.96,61,87.34,104.15,69.5,100.47,87.75,69.5
5/15/2018,203.69,112.18,500.9769,569.2951,470.125,625.0187,487.6429,105.47,115.66,114.38,106.87,691.4411,112.18,105.9,157.75,490.3925,120,78.1,340.3563,303.9728,95.93,68.62,96.71,101.92,69.85,97.82,50.63,60.93,87.21,103.87,69.48,100.45,87.68,69.48
5/16/2018,204.81,112.2,504.0616,569.3843,471.1585,622.7738,487.7002,105.48,115.68,114.43,107.02,691.9583,112.2,105.88,157.24,490.6565,120,78.0376,338.961,303.3994,95.92,68.73,96.72,101.92,69.88,98.07,50.7,61.04,87.21,103.84,69.51,100.46,87.81,69.51
5/17/2018,204.99,112.22,504.023,570.4927,470.2633,627.8941,487.0497,105.48,115.72,114.48,107.14,696.2954,112.22,105.88,157.79,490.8435,120,78.1529,338.0359,304.6777,95.99,68.61,97.05,101.86,69.91,98.21,50.66,61.03,87.21,103.86,69.5,100.46,87.8,69.5
5/18/2018,203.98,112.19,503.1047,568.7288,470.9761,627.2258,487.227,105.47,115.68,114.62,106.86,701.2155,112.19,105.88,157.06,490.6116,120,78.2174,338.479,302.9488,96.09,68.38,97.19,101.85,69.98,98.34,50.76,61.2,87.25,104.2,69.51,100.46,87.84,69.51
5/21/2018,203.22,112.27,499.3809,570.5619,471.5801,631.3456,487.806,105.5,115.77,114.79,106.85,695.8781,112.27,105.93,158.55,490.8657,120,78.3232,337.4627,302.1635,96.09,68.47,97.32,101.87,69.89,98.51,50.8,61.28,87.15,101.65,69.52,100.46,87.9,69.52
5/22/2018,203.67,112.27,499.352,571.8043,471.8183,638.3082,487.5914,105.54,115.76,114.92,106.91,705.4031,112.27,105.92,159.38,491.313,120,78.35,337.7354,302.9589,96.14,68.56,97.31,101.88,69.9,98.46,50.88,61.48,87.17,104.1,69.54,100.46,87.96,69.54
5/23/2018,202.08,112.34,499.5231,571.0526,471.9556,636.7716,488.3883,105.58,115.84,114.91,106.37,709.613,112.34,105.97,159.34,491.2542,120,78.3374,338.2894,300.3727,96.17,68.45,97.08,101.88,69.99,98.56,51.1,61.38,87.1,104,69.55,100.46,88,69.55
5/24/2018,202.5,112.43,499.4175,570.7057,473.3624,638.3583,487.7681,105.69,115.93,114.98,105.92,705.9825,112.43,106.01,159.22,491.3323,120,78.3123,339.7831,299.4,96.11,68.19,96.79,101.86,70.02,98.5,51.49,61.02,87.09,103.83,69.53,100.45,87.95,69.53
5/25/2018,203.37,112.46,500.8809,569.7222,474.5067,638.2977,486.0367,105.71,115.96,114.96,105.81,698.0952,112.46,106.04,158.45,491.1373,120,78.3238,340.7113,297.2926,96.08,68.08,96.84,101.85,70.04,98.56,51.11,60.87,87.33,103,69.52,100.45,87.92,69.52
5/28/2018,203.37,112.46,500.8809,569.7222,474.5067,638.2977,486.0367,105.71,115.96,114.96,105.81,698.0952,112.46,106.04,158.45,491.1373,120,78.3238,340.7113,297.2926,96.08,68.08,96.84,101.85,70.04,98.56,50.94,60.87,87.33,102.59,69.52,100.45,87.92,69.52
5/29/2018,204.48,112.42,501.7925,570.0146,474.9892,634.7161,484.9243,105.76,115.87,114.89,105.61,687.5496,112.42,106.01,158.15,490.8223,120,78.3724,336.4861,292.0626,95.86,67.69,96.71,101.88,69.99,97.94,50.87,59.35,87.22,101.68,69.39,100.4,87.46,69.39
5/30/2018,205.8,112.3,501.845,571.6529,474.9666,636.4855,486.0591,105.57,115.78,115.15,105.56,686.8977,112.3,105.89,158.51,491.3236,120,78.4305,336.3224,292.6891,96.11,67.6,96.8,101.9,70.01,98.17,51.02,60.04,87.33,101.49,69.4,100.4,87.51,69.4
5/31/2018,204.66,112.34,503.3372,572.6305,474.597,640.8235,485.3383,105.65,115.81,115.24,105.57,687.2435,112.34,105.88,158.4,491.6261,120,78.653,337.9928,293.0737,96.26,67.69,96.75,101.87,70.09,98.17,50.86,60.39,87.37,102.44,69.4,100.38,87.52,69.4
6/1/2018,204.53,112.29,503.581,572.2465,474.4639,641.1894,484.4998,105.51,115.81,115.13,105.36,681.9854,112.29,105.91,158.02,492.1157,120.01,78.932,338.1313,295.3678,96.28,67.81,97.03,101.87,70.01,98.33,50.92,61.06,87.42,102.46,69.43,100.41,87.63,69.43
6/4/2018,204.51,112.35,506.8943,573.3818,476.8564,642.6673,483.6744,105.48,115.9,115.18,105.24,671.1059,112.35,105.99,158.9,492.6311,120.01,79.0866,339.2436,297.0202,96.31,67.9,96.84,101.87,70.01,98.45,50.98,61.15,87.43,102.38,69.47,100.43,87.77,69.47
6/5/2018,203.04,112.38,503.8377,572.8621,477.1281,644.3599,482.7841,105.5,115.94,115.2,105.24,672.7512,112.38,105.99,158.67,493.0405,120.01,79.1056,338.3709,295.5245,96.3,67.88,97.01,101.85,70.02,98.63,50.98,61.35,87.44,102.36,69.51,100.44,87.91,69.51
6/6/2018,203.34,112.39,503.7927,572.8661,475.4782,638.5672,482.4164,105.49,115.97,115.21,105.33,668.5071,112.39,106,158.22,493.0991,120.01,79.1675,333.7332,297.2727,96.31,67.73,97.29,101.84,70.01,98.58,51,61.07,87.43,102.33,69.53,100.45,87.99,69.53
6/7/2018,202.53,112.42,505.9272,572.5588,475.2044,638.5944,483.5741,105.54,115.98,115.13,105.32,671.9407,112.42,106.02,158.3,492.9535,120,79.0398,331.8712,297.9039,96.25,67.52,97.46,101.83,70.02,98.37,51,61.31,87.43,103.23,69.51,100.44,87.91,69.51
6/8/2018,202.63,112.35,506.2881,572.5463,475.8778,639.8809,483.1512,105.42,115.95,115.24,105.17,668.0387,112.35,106.03,158.25,492.6019,120,78.9294,331.5754,296.2447,96.24,67.48,97.68,101.83,70.07,98.46,51.11,61.45,87.53,103.19,69.48,100.43,87.78,69.48
6/11/2018,202.97,112.45,505.3458,572.9418,475.7938,639.804,483.7387,105.53,116.04,115.4,105.3,671.098,112.45,106.09,158.74,492.4548,120,78.9289,333.4137,298.3868,96.28,67.48,97.79,101.84,70.08,98.57,51.3,61.39,87.54,103.07,69.52,100.44,87.95,69.52
6/12/2018,202.43,112.5,504.2643,572.0468,473.9509,634.7663,483.9807,105.46,116.15,115.55,105.3,672.4268,112.5,106.16,157.57,492.6153,120,78.9548,333.1986,297.915,96.29,67.52,97.89,101.84,70.14,98.6,51.37,61.26,87.59,103.37,69.54,100.45,88.04,69.54
6/13/2018,202.08,112.63,506.4382,572.4396,473.9922,634.5753,484.3043,105.71,116.22,115.55,105.26,670.4666,112.63,106.21,157.5,492.6986,120,79.0925,334.7067,297.4642,96.29,67.62,97.73,101.86,70.16,98.58,51.31,61.04,87.58,103.82,69.54,100.44,88.04,69.54
6/14/2018,202.59,112.68,504.271,572.0852,472.0281,635.7141,483.8848,105.75,116.28,115.62,105.2,670.123,112.68,106.27,158.27,492.4066,120,78.9572,337.3059,296.9292,96.32,67.8,97.83,101.83,70.15,98.58,51.37,60.89,87.79,103.99,69.61,100.46,88.34,69.61
6/15/2018,202.16,112.66,503.9609,570.0647,471.4606,641.4864,484.2912,105.7,116.26,115.62,105.04,668.4892,112.66,106.28,158.06,491.5349,120,78.7358,340.1012,297.5965,96.36,67.83,97.47,101.82,70.21,98.73,50.75,60.69,87.55,104.6,69.61,100.45,88.35,69.61
6/18/2018,202.64,112.72,503.3502,571.342,471.3223,639.1665,485.7811,105.71,116.35,115.73,105.07,667.2521,112.72,106.31,158.68,491.3746,120,78.8324,340.7102,298.0419,96.44,67.75,97.6,101.8,70.32,99.04,50.9,60.74,87.57,103.86,69.67,100.47,88.59,69.67
6/19/2018,203.06,112.8,506.6673,571.7731,471.9901,641.2172,485.9766,105.82,116.42,115.75,105.05,666.7098,112.8,106.34,158.8,491.148,120,78.7155,341.4893,296.954,96.35,67.58,97.38,101.81,70.33,98.9,50.95,60.91,87.53,104.62,69.63,100.46,88.44,69.63
6/20/2018,204.02,112.8,503.3972,570.4199,470.7581,646.4597,486.3011,105.84,116.41,115.66,105.07,672.703,112.8,106.29,158.98,490.6421,120,78.6593,341.3761,297.3238,96.43,67.46,97.3,101.81,70.35,98.99,51.2,61.08,87.56,104.63,69.62,100.48,88.31,69.62
6/21/2018,203.69,112.81,502.7139,568.6171,469.8569,645.7455,486.0592,105.95,116.36,115.61,105.07,675.029,112.81,106.25,158.19,490.213,120,78.517,339.9595,295.4819,96.23,67.54,97.25,101.81,70.41,98.83,51.23,61.15,87.49,105.14,69.57,100.46,88.11,69.57
6/22/2018,205.09,112.95,499.7809,569.8335,468.7327,646.9314,488.168,106.12,116.49,115.81,105.06,679.16,112.95,106.29,158.42,490.2632,120,78.5024,340.4257,296.2805,96.35,67.36,97.46,101.84,70.45,98.86,52.05,61.23,87.54,105.15,69.6,100.46,88.27,69.6
6/25/2018,205.21,112.71,500.3505,571.6276,469.6639,646.329,488.4298,106.06,116.16,115.04,105.04,679.5492,112.71,106.03,159.27,490.856,119.73,78.6199,339.1727,295.2031,96.17,67.2,97.3,101.76,70.27,98.42,52.14,61.19,87.56,105.15,69.4,100.39,87.53,69.4
6/26/2018,206.44,112.97,496.054,571.7809,467.9842,644.8104,490.4722,106.28,116.44,115.4,105.03,680.6706,112.97,106.19,159.24,490.5609,119.73,78.6452,337.8011,294.7258,96.45,67.11,97.35,101.71,70.36,98.74,51.65,61.3,87.54,105.16,69.41,100.38,87.6,69.41
6/27/2018,205.91,112.51,494.3203,570.5875,467.3941,642.4798,492.3456,105.96,115.9,114.94,105.05,681.5196,112.51,105.9,159.13,489.8102,119.73,78.5492,339.2556,294.3771,96.31,67.26,97.38,101.6,70.27,98.57,51.29,61.36,87.55,105.16,69.34,100.34,87.4,69.34
6/28/2018,206.14,112.76,493.6588,570.4729,466.1335,642.3259,493.4101,106.17,116.17,115.45,105.06,681.2718,112.76,106.05,159.16,489.2712,119.73,78.6582,340.2152,294.6363,96.47,67.34,97.4,101.69,70.58,98.6,51.48,61.5,87.51,105.19,69.35,100.34,87.46,69.35
