date,CAD,CAD1M,CAD3M,CAD6M,EUR,EUR1M,EUR3M,EUR6M,GBP,GBP1M,GBP3M,GBP6M,CHF,CHF1M,CHF3M,CHF6M,AUD,AUD1M,AUD3M,AUD6M,JPY,JPY1M,JPY3M,JPY6M,NZD,NZD1M,NZD3M,NZD6M
11/13/2018,1.3244,1.32374,1.32185,1.32001,1.12805,1.13081,1.13793,1.14703,1.2996,1.30139,1.30613,1.31192,1.0088,1.00601,0.99899,0.99006,0.7208,0.72106,0.7217,0.7228,113.93,113.672,112.9804,112.1185,0.67535,0.67562,0.6762,0.67728
11/14/2018,1.3231,1.32241,1.3205,1.31861,1.13085,1.13352,1.141,1.1498,1.30035,1.30207,1.30701,1.31263,1.0077,1.005,0.99765,0.989,0.72175,0.72202,0.72271,0.72381,113.895,113.6435,112.91175,112.0775,0.67845,0.67866,0.67928,0.68028
11/15/2018,1.3228,1.32213,1.3201,1.31825,1.1318,1.1344,1.14156,1.1507,1.27865,1.28029,1.28499,1.2908,1.00605,1.00343,0.99638,0.98746,0.7259,0.72616,0.72683,0.72797,113.245,113.0015,112.3016,111.4425,0.6824,0.68261,0.68324,0.68427
11/16/2018,1.3142,1.31355,1.31162,1.30971,1.13955,1.14215,1.14923,1.15828,1.28405,1.28569,1.29032,1.29604,1.0026,1.00001,0.99308,0.98435,0.7312,0.7315,0.7322,0.73332,112.835,112.59255,111.9078,111.0595,0.68575,0.68596,0.68658,0.68761
11/19/2018,1.3171,1.31644,1.31455,1.31272,1.1451,1.1477,1.15472,1.16375,1.28635,1.288,1.29244,1.2981,0.994,0.99142,0.98465,0.97601,0.73005,0.73033,0.73101,0.73209,112.575,112.3367,111.6656,110.8275,0.684,0.68422,0.68485,0.68588
11/20/2018,1.3235,1.32282,1.32089,1.31905,1.141,1.14371,1.15085,1.1597,1.2824,1.28414,1.28863,1.29419,0.9936,0.99091,0.98399,0.97553,0.7259,0.7262,0.72688,0.72791,112.63,112.387,111.709,110.8455,0.6829,0.68316,0.6838,0.68483
11/21/2018,1.3294,1.32868,1.32673,1.32483,1.13955,1.14225,1.14939,1.15825,1.2782,1.27992,1.28442,1.29003,0.9955,0.99281,0.98584,0.97732,0.72615,0.72647,0.7272,0.72834,112.975,112.7315,112.0475,111.1765,0.68415,0.6844,0.68506,0.68611
11/23/2018,1.3235,1.32275,1.32088,1.31893,1.13445,1.13708,1.14411,1.15324,1.28025,1.28193,1.28637,1.29215,0.9975,0.99488,0.988,0.97918,0.72275,0.72309,0.72384,0.72502,112.775,112.53195,111.854,110.9995,0.6774,0.67769,0.67837,0.67951
11/26/2018,1.3238,1.32306,1.32113,1.31909,1.13405,1.13669,1.14361,1.15268,1.2826,1.28428,1.2887,1.2944,0.99885,0.99622,0.98937,0.98056,0.72345,0.72381,0.7246,0.72583,113.585,113.3395,112.6674,111.8145,0.6785,0.6788,0.6795,0.68064
11/27/2018,1.3281,1.32736,1.32543,1.32344,1.12905,1.1319,1.1384,1.1475,1.27395,1.27578,1.27994,1.28574,0.999,0.99617,0.98975,0.98093,0.7221,0.72249,0.72326,0.72452,113.79,113.5535,112.882,112.0195,0.6787,0.67903,0.67975,0.68091
11/28/2018,1.3355,1.33465,1.33282,1.33081,1.12755,1.13032,1.13672,1.14603,1.27535,1.27715,1.28127,1.2872,1.0004,0.99765,0.99128,0.98222,0.7222,0.72257,0.72332,0.7246,114.015,113.7865,113.118,112.2265,0.6791,0.67944,0.68014,0.68135
11/29/2018,1.3282,1.32735,1.32555,1.32356,1.13865,1.14207,1.14782,1.15707,1.27755,1.27981,1.28351,1.28936,0.996,0.99255,0.98693,0.97803,0.7313,0.73167,0.73241,0.73361,113.3,112.9302,112.4015,111.5315,0.6863,0.68665,0.68739,0.68854
11/30/2018,1.329,1.32773,1.32624,1.32414,1.1324,1.13597,1.14162,1.15098,1.276,1.27852,1.28215,1.28805,0.99905,0.99535,0.98981,0.98075,0.7303,0.73069,0.73143,0.73267,113.55,113.1782,112.64895,111.7625,0.68685,0.68718,0.68789,0.68912
12/3/2018,1.319,1.31771,1.31625,1.31416,1.1347,1.13867,1.14413,1.15356,1.27385,1.27671,1.28021,1.2862,0.9983,0.99429,0.98897,0.97987,0.73575,0.73622,0.73691,0.73819,113.605,113.193,112.6886,111.7995,0.6933,0.69364,0.69432,0.69555
12/4/2018,1.3207,1.31945,1.31806,1.31595,1.13525,1.13905,1.14458,1.15403,1.2728,1.27546,1.279,1.28494,0.99725,0.99343,0.98806,0.979,0.73545,0.73589,0.73664,0.73793,113.01,112.604,112.094,111.2125,0.6938,0.69415,0.69485,0.69609
12/6/2018,1.3425,1.34127,1.33966,1.33725,1.1382,1.14187,1.14754,1.15668,1.27835,1.28086,1.28447,1.29012,0.99195,0.98827,0.98279,0.97397,0.7212,0.72161,0.72235,0.72354,112.36,111.9546,111.4372,110.5865,0.68845,0.68881,0.68954,0.69068
12/7/2018,1.3293,1.32811,1.32647,1.32423,1.1391,1.14273,1.14833,1.15762,1.2759,1.27839,1.28192,1.28767,0.9919,0.98827,0.98286,0.97396,0.7217,0.7221,0.72283,0.72402,112.7,112.3073,111.7957,110.9275,0.68615,0.68651,0.68723,0.68842
12/10/2018,1.339,1.33775,1.33608,1.33383,1.1373,1.14123,1.14661,1.15578,1.25355,1.25621,1.25959,1.2651,0.9892,0.9853,0.98009,0.97133,0.7184,0.71881,0.7195,0.72058,112.98,112.55445,112.0715,111.2145,0.6884,0.68876,0.68943,0.69053
12/11/2018,1.34125,1.33992,1.33828,1.33599,1.1323,1.13603,1.14152,1.15064,1.2526,1.25519,1.25863,1.26429,0.99215,0.98845,0.98312,0.97435,0.7202,0.72057,0.72119,0.72224,113.345,112.9281,112.436,111.5655,0.6881,0.6884,0.68905,0.69021
12/12/2018,1.3332,1.33205,1.3304,1.32818,1.1368,1.14035,1.14593,1.15519,1.2664,1.26883,1.27235,1.27805,0.9923,0.98877,0.9834,0.97457,0.7227,0.72293,0.72347,0.72451,113.215,112.8088,112.3085,111.4385,0.68545,0.68565,0.68624,0.68734
12/13/2018,1.3355,1.33448,1.33286,1.33054,1.1347,1.13812,1.14379,1.15293,1.2616,1.26391,1.26748,1.27307,0.99365,0.99019,0.98471,0.97592,0.72265,0.7229,0.72344,0.72442,113.635,113.2669,112.7481,111.8865,0.6858,0.68601,0.68659,0.68756
12/14/2018,1.337,1.33593,1.33422,1.33192,1.12985,1.13333,1.13893,1.14814,1.25605,1.25842,1.26195,1.26769,0.9965,0.9929,0.98752,0.97865,0.71715,0.71749,0.71806,0.71911,113.415,113.039,112.5285,111.6595,0.68005,0.6803,0.68089,0.6819
12/17/2018,1.3377,1.33659,1.33486,1.33252,1.1336,1.13733,1.14264,1.15183,1.26085,1.26336,1.2667,1.27233,0.9944,0.9906,0.98545,0.97658,0.71805,0.71838,0.71897,0.72,113,112.593,112.1115,111.2485,0.6805,0.68082,0.68145,0.68248
12/18/2018,1.3445,1.34323,1.34153,1.33931,1.13645,1.14006,1.14547,1.15463,1.2632,1.26561,1.26901,1.27456,0.9928,0.9891,0.98389,0.97513,0.7172,0.71754,0.71813,0.71916,112.62,112.2254,111.7378,110.8895,0.6846,0.68493,0.68554,0.68656
12/19/2018,1.3416,1.34015,1.33858,1.33607,1.14195,1.14558,1.15119,1.16047,1.26425,1.26666,1.27017,1.2758,0.9929,0.98921,0.98383,0.97502,0.7176,0.71799,0.71858,0.71959,112.285,111.9025,111.3949,110.556,0.6852,0.68555,0.68623,0.68724
12/20/2018,1.3493,1.34784,1.34612,1.3436,1.14165,1.14506,1.15086,1.16017,1.2636,1.26591,1.2696,1.27524,0.99335,0.98984,0.98422,0.97534,0.711,0.71132,0.71198,0.71302,111.67,111.3127,110.8168,109.9605,0.6763,0.67667,0.67735,0.67842
12/21/2018,1.3553,1.35402,1.35227,1.34983,1.1415,1.1449,1.15054,1.1599,1.26765,1.2699,1.27347,1.27915,0.9908,0.98738,0.98197,0.97306,0.7081,0.70837,0.70896,0.70998,111.14,110.8008,110.309,109.454,0.67325,0.67364,0.67431,0.67542
12/24/2018,1.35875,1.35748,1.35579,1.35332,1.14135,1.14465,1.15039,1.15976,1.2718,1.27398,1.27761,1.2833,0.98915,0.98582,0.98032,0.97141,0.70495,0.70522,0.70582,0.70684,110.515,110.1758,109.684,108.829,0.67145,0.67182,0.67251,0.67362
12/26/2018,1.36045,1.35918,1.35749,1.35502,1.14075,1.14405,1.14979,1.15916,1.26765,1.26983,1.27346,1.27915,0.9895,0.98617,0.98067,0.97176,0.70555,0.70582,0.70642,0.70744,110.325,109.98067,109.48723,108.64037,0.67325,0.67362,0.67431,0.67542
12/27/2018,1.3636,1.36239,1.36068,1.35824,1.14005,1.14315,1.14866,1.15776,1.2637,1.26577,1.26925,1.27468,0.98975,0.9867,0.98138,0.97273,0.70265,0.70296,0.70356,0.7045,110.745,110.4679,109.9241,109.087,0.6705,0.67087,0.67152,0.67249
12/28/2018,1.36325,1.36206,1.36039,1.35804,1.14385,1.14699,1.15269,1.16177,1.2689,1.27098,1.27453,1.27994,0.98405,0.9811,0.97558,0.96696,0.70385,0.70428,0.7049,0.70585,110.42,110.1474,109.5928,108.767,0.6696,0.66999,0.67066,0.67165
12/31/2018,1.3653,1.36417,1.36248,1.36002,1.1434,1.14645,1.15224,1.16134,1.27375,1.27576,1.27939,1.28482,0.9858,0.98292,0.97731,0.96861,0.704,0.70447,0.70508,0.70609,109.715,109.4452,108.895,108.072,0.6707,0.67109,0.67177,0.67277
1/2/2019,1.3606,1.35953,1.35779,1.35536,1.13535,1.13826,1.14412,1.1532,1.2596,1.2615,1.26514,1.27062,0.9884,0.98556,0.97995,0.97123,0.6999,0.70033,0.701,0.70207,109.295,109.028,108.4795,107.665,0.6667,0.66708,0.66776,0.66875
1/3/2019,1.3509,1.3498,1.34804,1.34563,1.1393,1.14224,1.14823,1.15714,1.26,1.26192,1.26564,1.27101,0.9894,0.98654,0.98076,0.9722,0.69965,0.70002,0.70067,0.70155,107.565,107.3013,106.75965,105.974,0.66755,0.66793,0.66861,0.66951
1/4/2019,1.3388,1.33778,1.33596,1.33363,1.141,1.14396,1.14985,1.15891,1.27235,1.2743,1.27802,1.28353,0.9859,0.98304,0.97738,0.96871,0.7104,0.71076,0.71138,0.71234,108.13,107.8641,107.3242,106.5075,0.674,0.67437,0.67504,0.67602
1/7/2019,1.3315,1.33051,1.32873,1.32632,1.1465,1.14967,1.15539,1.16445,1.27675,1.27887,1.28248,1.28806,0.9815,0.97847,0.97302,0.96442,0.71375,0.71415,0.71476,0.71576,108.44,108.1495,107.64,106.8285,0.6761,0.6765,0.67717,0.67819
1/8/2019,1.3289,1.32786,1.32617,1.32376,1.14425,1.14729,1.15305,1.16213,1.2731,1.27511,1.27878,1.28433,0.9814,0.97848,0.97298,0.9644,0.7128,0.71319,0.71381,0.71479,108.625,108.3465,107.828,107.0125,0.6718,0.67218,0.67286,0.67387
1/9/2019,1.32375,1.32275,1.32105,1.31859,1.15105,1.15399,1.15986,1.16898,1.2743,1.27623,1.27999,1.2856,0.977,0.97419,0.96868,0.96018,0.71665,0.71702,0.71768,0.71867,108.195,107.92865,107.40875,106.6035,0.67885,0.67924,0.67991,0.68093
1/10/2019,1.323,1.32205,1.32024,1.31779,1.1522,1.15516,1.16117,1.17031,1.2779,1.27985,1.28369,1.28927,0.9802,0.97738,0.97173,0.96319,0.71915,0.71946,0.72008,0.72101,108.21,107.94975,107.41875,106.6015,0.67925,0.67963,0.6803,0.68132
1/11/2019,1.325,1.32404,1.32217,1.3197,1.1478,1.15075,1.15667,1.16578,1.28235,1.28434,1.28814,1.29376,0.9828,0.97997,0.97435,0.96577,0.7201,0.72045,0.72106,0.72202,108.41,108.12015,107.61255,106.7995,0.68185,0.68225,0.6829,0.68392
1/14/2019,1.3265,1.32556,1.32375,1.32128,1.1467,1.14999,1.1556,1.16472,1.29105,1.29325,1.2969,1.30251,0.9811,0.97797,0.97263,0.96405,0.72045,0.72083,0.72143,0.72238,108.32,108.02745,107.51895,106.7055,0.6827,0.68313,0.68376,0.6848
1/15/2019,1.3241,1.32304,1.3213,1.31884,1.14325,1.14644,1.15214,1.16121,1.281,1.28314,1.28683,1.29243,0.98655,0.98348,0.97805,0.96946,0.72035,0.72069,0.72128,0.72222,108.515,108.2295,107.7085,106.8925,0.6827,0.68314,0.68379,0.68483
1/16/2019,1.3249,1.32389,1.32209,1.31961,1.13945,1.14254,1.14831,1.15734,1.286,1.28809,1.29186,1.29755,0.99045,0.98745,0.98186,0.97322,0.71815,0.71847,0.71908,0.72003,108.845,108.569,108.03945,107.2225,0.6783,0.67875,0.67942,0.6805
1/17/2019,1.3292,1.32822,1.32638,1.32382,1.1379,1.14086,1.14678,1.15565,1.2908,1.2928,1.29668,1.30233,0.9945,0.9916,0.98587,0.97728,0.7159,0.71619,0.7168,0.7177,109.02,108.752,108.21325,107.3955,0.67355,0.67391,0.6746,0.67569
1/18/2019,1.3248,1.32384,1.32197,1.31948,1.13665,1.1396,1.1455,1.15442,1.2906,1.29261,1.29651,1.30218,0.99545,0.99257,0.98683,0.97822,0.71845,0.71876,0.71936,0.72028,109.665,109.39755,108.85745,108.0285,0.6765,0.6769,0.67756,0.67868
1/22/2019,1.3337,1.33268,1.33085,1.32827,1.13565,1.13873,1.14444,1.15343,1.29565,1.29775,1.30157,1.30734,0.9977,0.99469,0.98911,0.98039,0.71365,0.71403,0.71462,0.71551,109.44,109.16475,108.63575,107.8105,0.67285,0.67325,0.67393,0.67503
1/23/2019,1.3356,1.33457,1.33268,1.33008,1.138,1.14098,1.14681,1.15581,1.30665,1.30871,1.31263,1.31843,0.9957,0.99277,0.98709,0.97839,0.71315,0.71355,0.71416,0.71508,109.635,109.3681,108.82825,108.0025,0.6786,0.679,0.67971,0.68081
1/24/2019,1.33405,1.33308,1.33119,1.32857,1.13545,1.1384,1.14433,1.15329,1.3042,1.30627,1.31021,1.31597,0.9948,0.9919,0.98616,0.97748,0.7104,0.71077,0.71138,0.7123,109.585,109.3195,108.79765,107.9505,0.6775,0.67788,0.67859,0.67965
1/25/2019,1.32615,1.32519,1.32327,1.32067,1.13975,1.14262,1.14855,1.15757,1.31665,1.31868,1.32269,1.32853,0.9932,0.99041,0.98469,0.97603,0.7165,0.71686,0.71748,0.71844,109.675,109.4174,108.89475,108.0435,0.68315,0.68353,0.68428,0.68533
1/28/2019,1.3257,1.32468,1.32282,1.32012,1.1436,1.14639,1.15244,1.16146,1.3155,1.31749,1.32162,1.3275,0.9913,0.9886,0.98276,0.97416,0.7167,0.71705,0.71766,0.71861,109.275,109.0275,108.50575,107.6525,0.6835,0.68388,0.68461,0.68568
1/29/2019,1.3272,1.32628,1.32432,1.32175,1.14145,1.14414,1.1502,1.15932,1.3148,1.31669,1.32084,1.32678,0.9949,0.99228,0.98642,0.97766,0.71495,0.71524,0.71585,0.71675,109.33,109.0909,108.56775,107.7045,0.6833,0.6837,0.68446,0.68554
1/30/2019,1.3199,1.31903,1.31705,1.31443,1.14255,1.14524,1.15141,1.16047,1.30715,1.30901,1.31312,1.31906,0.9982,0.99557,0.9896,0.98078,0.7191,0.71942,0.72003,0.72101,109.595,109.3552,108.73985,107.9635,0.6834,0.68381,0.68456,0.68567
1/31/2019,1.3132,1.31235,1.31041,1.3078,1.14755,1.15026,1.15656,1.16553,1.31545,1.31733,1.32164,1.32738,0.99185,0.98922,0.98318,0.9746,0.72905,0.72935,0.72997,0.73086,108.83,108.5943,108.01035,107.2165,0.6936,0.69405,0.69483,0.69592
2/1/2019,1.31,1.30917,1.30721,1.30473,1.14685,1.14956,1.15576,1.16476,1.30945,1.31132,1.31555,1.32133,0.9941,0.99148,0.98552,0.97691,0.7258,0.72614,0.72671,0.72762,109.375,109.1372,108.55965,107.7605,0.6913,0.69173,0.69251,0.69354
2/4/2019,1.3123,1.31148,1.30956,1.30708,1.14295,1.14564,1.15173,1.16081,1.30845,1.31031,1.31446,1.32028,0.9976,0.99498,0.98907,0.98033,0.7219,0.72224,0.72281,0.72371,110.05,109.81175,109.23975,108.4255,0.68825,0.68868,0.68947,0.69051
2/5/2019,1.3132,1.31237,1.31047,1.30801,1.14075,1.14342,1.14948,1.15854,1.29395,1.29579,1.29985,1.30565,1.00005,0.99743,0.99152,0.98274,0.72345,0.72375,0.72434,0.72523,109.91,109.67445,109.11125,108.2885,0.6892,0.68962,0.69038,0.69139
2/6/2019,1.31755,1.31675,1.31485,1.31235,1.13775,1.1404,1.14645,1.15551,1.2963,1.29813,1.30219,1.30808,1.0009,0.99828,0.99238,0.98358,0.7133,0.71357,0.71415,0.71509,109.82,109.5835,109.01635,108.1925,0.6844,0.68482,0.68558,0.68666
2/7/2019,1.3263,1.32548,1.32357,1.32102,1.1357,1.13834,1.14457,1.15346,1.2974,1.29922,1.30343,1.30932,1.0009,0.99828,0.99217,0.98346,0.71075,0.71104,0.71163,0.71253,109.755,109.5175,108.94235,108.1205,0.6769,0.67734,0.67813,0.67933
2/8/2019,1.3273,1.32649,1.32454,1.32207,1.1329,1.13553,1.14164,1.15051,1.2946,1.29642,1.30059,1.30643,1.0004,0.9978,0.99181,0.98322,0.7091,0.70942,0.71003,0.71097,109.73,109.49275,108.92895,108.1115,0.67535,0.67575,0.67653,0.6777
2/11/2019,1.33105,1.3302,1.32827,1.32579,1.12765,1.13027,1.13627,1.14522,1.2867,1.28851,1.29262,1.2985,1.0042,1.00159,0.9957,0.98695,0.70665,0.70699,0.70761,0.70854,110.4,110.1615,109.5957,108.7695,0.67345,0.67381,0.67458,0.67571
2/12/2019,1.32595,1.32509,1.32317,1.32058,1.12985,1.13248,1.13848,1.14748,1.2883,1.29012,1.29421,1.30016,1.0072,1.00458,0.99864,0.98985,0.7089,0.70923,0.70983,0.71074,110.52,110.28455,109.72125,108.8995,0.67345,0.67381,0.6746,0.67578
2/13/2019,1.3234,1.32256,1.32064,1.31805,1.1287,1.13132,1.13731,1.14635,1.28795,1.28976,1.29384,1.29978,1.0077,1.00508,0.99914,0.99034,0.71125,0.71159,0.71218,0.71313,110.88,110.6461,110.08165,109.2565,0.68155,0.68195,0.68273,0.68385
2/14/2019,1.3319,1.33105,1.32908,1.32638,1.1277,1.1303,1.13636,1.14522,1.2777,1.27949,1.28359,1.28941,1.0072,1.00459,0.99857,0.98987,0.7096,0.7099,0.71047,0.71137,110.715,110.4803,109.90465,109.0885,0.683,0.6834,0.6842,0.68531
2/15/2019,1.3279,1.32706,1.32501,1.32237,1.1263,1.1289,1.13494,1.14379,1.2846,1.28638,1.29046,1.29624,1.00695,1.00435,0.99834,0.98969,0.71195,0.71225,0.71281,0.71372,110.555,110.32055,109.7475,108.9315,0.6851,0.6855,0.68629,0.68738
2/19/2019,1.32615,1.32529,1.32325,1.32064,1.13345,1.13606,1.14202,1.15095,1.30315,1.30497,1.309,1.31486,1.00185,0.99926,0.99337,0.98466,0.7142,0.71453,0.71512,0.71603,110.56,110.3195,109.7685,108.9525,0.6855,0.68593,0.6867,0.68779
2/20/2019,1.3169,1.31605,1.31406,1.31146,1.1349,1.13751,1.14344,1.15233,1.3064,1.30822,1.31226,1.31804,0.9996,0.99703,0.9912,0.9826,0.71665,0.71698,0.71757,0.71849,110.765,110.53285,109.97575,109.161,0.6867,0.68713,0.68791,0.68901
2/21/2019,1.3184,1.31755,1.31559,1.31307,1.1348,1.13739,1.14357,1.15229,1.30695,1.30877,1.31298,1.3187,0.9996,0.99703,0.99099,0.98255,0.709,0.70934,0.70996,0.71093,110.66,110.4285,109.852,109.0535,0.6817,0.68207,0.68287,0.68394
2/22/2019,1.31865,1.3178,1.31576,1.31325,1.13405,1.13666,1.14272,1.15143,1.30585,1.3077,1.31185,1.31763,0.9999,0.99732,0.99135,0.98292,0.71355,0.71389,0.71452,0.71548,110.755,110.5225,109.955,109.1645,0.6838,0.68413,0.68494,0.686
2/25/2019,1.31745,1.31659,1.31459,1.31202,1.1347,1.13732,1.14331,1.15212,1.30675,1.30861,1.31273,1.31851,1.00015,0.99757,0.9917,0.98315,0.7172,0.71755,0.71817,0.71911,110.87,110.63675,110.07625,109.2735,0.6889,0.68922,0.69,0.69108
2/26/2019,1.3197,1.31885,1.31692,1.31437,1.13595,1.13867,1.14472,1.15349,1.3241,1.32604,1.33025,1.33612,1.0006,0.99792,0.992,0.98348,0.7175,0.71786,0.71849,0.71942,110.745,110.50365,109.9375,109.1415,0.68885,0.68922,0.69001,0.69106
2/27/2019,1.31445,1.3136,1.31166,1.30918,1.1382,1.14115,1.14715,1.15599,1.3335,1.33562,1.33974,1.3456,0.9986,0.99568,0.98987,0.98129,0.71425,0.7146,0.71523,0.71617,110.895,110.6187,110.07675,109.273,0.685,0.68546,0.68629,0.6874
2/28/2019,1.3165,1.31549,1.31362,1.31108,1.1387,1.14167,1.14747,1.15635,1.3298,1.33194,1.33593,1.3418,0.996,0.99308,0.9875,0.97894,0.71155,0.71193,0.71254,0.71352,111.32,111.04405,110.51625,109.7105,0.6816,0.68204,0.68283,0.68395
3/1/2019,1.3245,1.32351,1.32169,1.31909,1.13865,1.14161,1.14743,1.15631,1.3243,1.32642,1.33041,1.33629,0.99795,0.99503,0.98939,0.98082,0.70945,0.70982,0.71043,0.71139,111.9,111.6247,111.09605,110.2845,0.6816,0.68204,0.68282,0.68396
3/4/2019,1.3323,1.33133,1.32952,1.32687,1.13235,1.13548,1.14106,1.1499,1.3173,1.31951,1.32335,1.32923,0.99985,0.99675,0.9913,0.98275,0.7085,0.70888,0.70947,0.71047,111.845,111.5546,111.04375,110.2325,0.6799,0.68036,0.68112,0.68223
3/5/2019,1.3342,1.33321,1.33149,1.32886,1.1307,1.13372,1.13939,1.1484,1.3113,1.31343,1.31728,1.32326,1.0036,1.0006,0.99504,0.98625,0.70705,0.7074,0.70802,0.70904,111.895,111.6119,111.09125,110.2625,0.678,0.67842,0.67916,0.68031
3/6/2019,1.3422,1.34125,1.33948,1.33665,1.1317,1.13463,1.14056,1.14926,1.315,1.31703,1.32105,1.32677,1.0042,1.0013,0.99535,0.98694,0.7027,0.70299,0.70363,0.70472,111.725,111.45255,110.9095,110.1085,0.67725,0.67764,0.67843,0.67953
3/7/2019,1.3435,1.34254,1.34061,1.33782,1.1232,1.12612,1.13183,1.14055,1.3119,1.31394,1.31783,1.32364,1.0083,1.00538,0.99972,0.99108,0.7032,0.70351,0.70412,0.70518,111.535,111.261,110.73655,109.9305,0.67685,0.67722,0.67799,0.67912
3/8/2019,1.3438,1.34285,1.34099,1.33822,1.12365,1.1266,1.13232,1.14108,1.3017,1.30375,1.30763,1.31342,1.00775,1.00479,0.9991,0.99049,0.704,0.70432,0.70496,0.70609,111.135,110.8602,110.33695,109.5365,0.6797,0.68009,0.68087,0.68202
3/11/2019,1.3416,1.34063,1.33874,1.33601,1.1226,1.12574,1.13128,1.14005,1.3096,1.31179,1.31557,1.32139,1.011,1.00784,1.00234,0.99368,0.7056,0.70595,0.70659,0.70774,111.215,110.9226,110.41615,109.6165,0.6827,0.68312,0.68389,0.68503
3/12/2019,1.3381,1.33706,1.33524,1.33248,1.1275,1.13054,1.13618,1.14512,1.30965,1.31177,1.3156,1.32149,1.0079,1.00487,0.99929,0.99049,0.70815,0.70848,0.70913,0.71028,111.38,111.09635,110.58255,109.761,0.6864,0.68676,0.68753,0.68865
3/13/2019,1.3316,1.33057,1.32874,1.32595,1.1309,1.13386,1.13979,1.14844,1.32275,1.3248,1.32885,1.33461,1.0046,1.00167,0.99584,0.98738,0.7086,0.70893,0.70964,0.7108,111.23,110.9525,110.413,109.6155,0.6857,0.68606,0.68687,0.68799
3/14/2019,1.3316,1.33059,1.32868,1.32598,1.1304,1.13337,1.13912,1.14784,1.3281,1.33017,1.3341,1.33989,1.0045,1.00156,0.99593,0.98738,0.7061,0.70641,0.7071,0.7083,111.72,111.43885,110.91405,110.1145,0.6822,0.6826,0.68339,0.68451
3/15/2019,1.3335,1.33249,1.33066,1.32791,1.1327,1.13606,1.14143,1.15016,1.3279,1.33025,1.33391,1.33967,1.0025,0.99917,0.99391,0.98539,0.70895,0.70929,0.70995,0.71115,111.575,111.29165,110.765,109.9705,0.68495,0.68538,0.68612,0.68723
3/18/2019,1.3343,1.33317,1.33139,1.32854,1.13385,1.13713,1.14259,1.15137,1.322,1.32427,1.32798,1.33374,1.0003,0.99707,0.99174,0.9832,0.7099,0.71024,0.71089,0.71214,111.415,111.1125,110.6045,109.8085,0.6855,0.68588,0.68662,0.68776
3/19/2019,1.3292,1.32803,1.32622,1.3234,1.1346,1.13778,1.14335,1.15229,1.3263,1.32851,1.3323,1.33817,1.0002,0.99706,0.99164,0.98294,0.7102,0.71058,0.7113,0.71266,111.39,111.10505,110.5623,109.7635,0.6864,0.68675,0.6875,0.68865
3/20/2019,1.33265,1.33151,1.32963,1.32679,1.1353,1.13842,1.14431,1.15296,1.3192,1.32133,1.32529,1.33097,0.9975,0.99445,0.98877,0.98037,0.7087,0.70908,0.70986,0.71117,111.43,111.14975,110.626,109.831,0.6848,0.68514,0.68591,0.68706
3/21/2019,1.33695,1.3358,1.33381,1.33097,1.13605,1.13909,1.14489,1.15367,1.3073,1.30939,1.31329,1.3191,0.99245,0.98949,0.98388,0.97545,0.71105,0.71146,0.7122,0.71352,110.855,110.572,110.04875,109.2555,0.6875,0.68786,0.68862,0.68974
3/22/2019,1.3407,1.3396,1.33763,1.33485,1.12825,1.13127,1.13701,1.14556,1.3219,1.324,1.32792,1.3337,0.994,0.99106,0.98546,0.97713,0.709,0.70939,0.71014,0.71141,109.775,109.49665,108.9835,108.2135,0.6887,0.68905,0.68978,0.69079
3/25/2019,1.3417,1.34055,1.33862,1.33578,1.13225,1.13548,1.14106,1.14967,1.32025,1.32247,1.32627,1.33202,0.992,0.98886,0.98345,0.97516,0.71135,0.71177,0.71254,0.71383,110.1,109.834,109.312,108.5405,0.6916,0.69195,0.69264,0.69361
3/26/2019,1.339,1.33778,1.33591,1.33311,1.1279,1.13105,1.13672,1.1455,1.3214,1.3236,1.32742,1.33327,0.99395,0.99085,0.98533,0.97683,0.7139,0.71432,0.71507,0.71635,110.495,110.23005,109.6963,108.9025,0.6911,0.69144,0.69214,0.69314
3/27/2019,1.3434,1.34225,1.34033,1.33757,1.1251,1.1282,1.13371,1.14237,1.31905,1.32121,1.32495,1.33059,0.9947,0.99163,0.98621,0.97781,0.707,0.70743,0.70818,0.70947,110.375,110.12755,109.5981,108.8175,0.6791,0.67946,0.68026,0.68143
3/28/2019,1.3424,1.34126,1.33936,1.33655,1.12355,1.12649,1.13218,1.14068,1.30885,1.31082,1.31476,1.32031,0.9953,0.9924,0.98681,0.97851,0.70785,0.70826,0.70901,0.71028,110.555,110.24575,109.7685,108.9985,0.67935,0.67974,0.68052,0.68168
3/29/2019,1.336,1.33498,1.333,1.33041,1.1227,1.12555,1.13135,1.13989,1.3029,1.30487,1.3088,1.31441,0.99625,0.99342,0.98774,0.9794,0.71035,0.71077,0.71153,0.71285,110.685,110.38515,109.8985,109.1275,0.6819,0.68229,0.68308,0.68435
4/1/2019,1.334,1.33299,1.331,1.32835,1.122,1.12484,1.13064,1.13923,1.31415,1.31612,1.32011,1.32582,0.9975,0.99468,0.98898,0.98058,0.7121,0.71254,0.71335,0.71469,111.2,110.90835,110.4084,109.6265,0.6823,0.68266,0.68346,0.68471
4/2/2019,1.3348,1.33378,1.33177,1.32909,1.11905,1.12207,1.12776,1.13621,1.3032,1.30536,1.30922,1.31487,0.9986,0.99558,0.98995,0.98164,0.7065,0.70696,0.70778,0.70914,111.315,111.031,110.514,109.7415,0.6745,0.67484,0.67563,0.67688
