date,CAD,CAD1M,CAD3M,CAD6M,EUR,EUR1M,EUR3M,EUR6M,GBP,GBP1M,GBP3M,GBP6M,CHF,CHF1M,CHF3M,CHF6M,AUD,AUD1M,AUD3M,AUD6M,JPY,JPY1M,JPY3M,JPY6M,NZD,NZD1M,NZD3M,NZD6M
4/8/2020,1.4058,1.4052,1.404,1.40291,1.08645,1.08741,1.0895,1.09236,1.2378,1.23815,1.2389,1.23957,0.9711,0.96998,0.9677,0.96452,0.62105,0.62113,0.6212,0.62117,108.745,108.6312,108.42425,108.1135,0.6005,0.60036,0.6,0.59954
4/9/2020,1.39565,1.39505,1.39376,1.39278,1.0937,1.09461,1.09661,1.09948,1.247,1.24732,1.24802,1.24867,0.9659,0.96487,0.96266,0.95954,0.6309,0.63098,0.63104,0.63099,108.505,108.4014,108.1963,107.9095,0.60635,0.60622,0.60589,0.60536
4/13/2020,1.3972,1.3966,1.3953,1.39433,1.09005,1.09096,1.09296,1.09583,1.25035,1.25067,1.25137,1.25202,0.96815,0.96712,0.96491,0.96179,0.63735,0.63743,0.63749,0.63744,107.735,107.62836,107.42573,107.13741,0.608,0.60787,0.60754,0.60701
4/14/2020,1.38915,1.38855,1.38721,1.38615,1.0969,1.09779,1.09958,1.10234,1.2592,1.25948,1.26008,1.26069,0.9607,0.9597,0.9577,0.95463,0.64195,0.64202,0.64211,0.64212,107.22,107.12545,106.9331,106.647,0.6085,0.60835,0.608,0.60746
4/15/2020,1.4069,1.40645,1.40534,1.40417,1.0905,1.09132,1.09302,1.09563,1.2498,1.25002,1.25053,1.25094,0.96535,0.96443,0.96247,0.95948,0.6331,0.63311,0.63314,0.63317,107.415,107.341,107.1651,106.894,0.6008,0.60063,0.6003,0.59979
4/16/2020,1.4124,1.41211,1.4111,1.40998,1.08515,1.08596,1.08772,1.09024,1.2452,1.24546,1.24598,1.24639,0.9687,0.96776,0.96578,0.96283,0.63105,0.63112,0.63117,0.63118,107.565,107.4962,107.3245,107.059,0.59605,0.5959,0.59554,0.59505
4/17/2020,1.4037,1.40349,1.40273,1.40173,1.08895,1.08973,1.09144,1.09398,1.2505,1.25074,1.25126,1.2517,0.9661,0.96518,0.96323,0.96018,0.636,0.63607,0.63613,0.63612,107.525,107.4631,107.3079,107.062,0.6034,0.60325,0.60294,0.60248
4/20/2020,1.4054,1.40514,1.40425,1.40311,1.0881,1.08885,1.09056,1.09309,1.2474,1.24762,1.24814,1.24855,0.9663,0.96543,0.96348,0.9603,0.63885,0.63891,0.63897,0.63892,107.635,107.574,107.4145,107.1685,0.6076,0.60747,0.60716,0.6067
4/21/2020,1.4199,1.41966,1.41888,1.41795,1.0859,1.08673,1.08833,1.09076,1.2273,1.22754,1.22805,1.22844,0.9688,0.96785,0.96599,0.96298,0.6292,0.62927,0.62932,0.62929,107.645,107.58475,107.423,107.1965,0.59675,0.59661,0.59629,0.59583
4/22/2020,1.4153,1.4151,1.41445,1.41363,1.0831,1.08386,1.08543,1.0878,1.23285,1.23306,1.23353,1.23393,0.9712,0.9703,0.96843,0.96537,0.63145,0.6315,0.63156,0.63153,107.8,107.748,107.6016,107.384,0.5947,0.59455,0.59425,0.59378
4/23/2020,1.4019,1.40166,1.40116,1.40056,1.0828,1.08351,1.0851,1.08746,1.2387,1.23888,1.23933,1.23971,0.9722,0.97136,0.96949,0.96654,0.6394,0.63945,0.63951,0.63949,107.615,107.56205,107.42765,107.2195,0.6033,0.60315,0.60286,0.60242
4/24/2020,1.4084,1.40818,1.40764,1.40708,1.0814,1.08212,1.08374,1.08617,1.2337,1.23389,1.23434,1.23477,0.9737,0.97285,0.97095,0.96801,0.63765,0.63771,0.63776,0.63773,107.435,107.38205,107.2534,107.0445,0.5997,0.5996,0.59932,0.59886
4/27/2020,1.4048,1.4046,1.40404,1.40367,1.0841,1.08481,1.08642,1.08882,1.2409,1.24109,1.24157,1.24203,0.9757,0.97484,0.97293,0.96993,0.6463,0.64637,0.64644,0.64641,107.195,107.141,107.0001,106.7895,0.6054,0.60529,0.60502,0.60461
4/28/2020,1.3998,1.39965,1.39913,1.39886,1.0833,1.08394,1.08556,1.08788,1.2437,1.24386,1.24432,1.24471,0.975,0.9742,0.97226,0.96942,0.6489,0.64898,0.64904,0.64902,106.95,106.8955,106.7526,106.5445,0.6052,0.6051,0.60487,0.60459
4/29/2020,1.3932,1.39309,1.3926,1.39238,1.0851,1.08578,1.08728,1.08955,1.24335,1.24351,1.24392,1.24432,0.9736,0.97275,0.97095,0.96813,0.6535,0.65358,0.65364,0.6536,106.595,106.546,106.41315,106.2125,0.61045,0.61033,0.61008,0.60975
4/30/2020,1.3889,1.3888,1.38845,1.38821,1.0954,1.09605,1.09749,1.09981,1.2613,1.26145,1.26176,1.26212,0.96515,0.96434,0.96259,0.95981,0.6546,0.65467,0.65473,0.6547,106.935,106.891,106.77625,106.5805,0.6167,0.61657,0.61632,0.61606
5/1/2020,1.4077,1.40767,1.40745,1.40722,1.1008,1.10147,1.10292,1.10523,1.2545,1.25466,1.25496,1.25533,0.9596,0.9588,0.95707,0.95427,0.64495,0.64502,0.64506,0.64501,106.905,106.85605,106.7313,106.5425,0.6073,0.60718,0.60689,0.60661
5/4/2020,1.4082,1.40819,1.408,1.40785,1.09155,1.09225,1.09363,1.09587,1.2421,1.24226,1.24256,1.24289,0.96455,0.96371,0.96206,0.9593,0.64135,0.6414,0.64143,0.64139,106.925,106.87735,106.7539,106.5695,0.6025,0.60239,0.60215,0.60182
5/5/2020,1.4056,1.40559,1.40541,1.40523,1.084,1.08468,1.08609,1.0884,1.2454,1.24555,1.24586,1.24624,0.9722,0.97138,0.96968,0.96686,0.6446,0.64466,0.6447,0.64464,106.605,106.5574,106.4309,106.2445,0.6056,0.60553,0.60529,0.60499
5/6/2020,1.4135,1.4135,1.41332,1.41316,1.0797,1.08036,1.08185,1.08406,1.23625,1.23641,1.23676,1.23716,0.97515,0.97434,0.97254,0.96986,0.643,0.64307,0.64311,0.64306,106.05,106.00185,105.873,105.6885,0.60355,0.60349,0.60325,0.60294
5/7/2020,1.4029,1.40291,1.40276,1.40257,1.0778,1.07845,1.07988,1.08211,1.22855,1.2287,1.22905,1.22942,0.9777,0.97689,0.97515,0.97237,0.6451,0.64516,0.6452,0.64511,106.565,106.5175,106.39975,106.2085,0.6037,0.60365,0.60344,0.60313
5/8/2020,1.4029,1.40286,1.40274,1.40256,1.0778,1.07846,1.07989,1.08209,1.22855,1.2287,1.22905,1.22942,0.9777,0.97688,0.97514,0.97239,0.6451,0.64516,0.64519,0.64511,106.565,106.5159,106.39898,106.2099,0.6037,0.60364,0.60343,0.60312
5/11/2020,1.4019,1.40188,1.40169,1.40155,1.0825,1.08318,1.08455,1.08675,1.23585,1.236,1.23634,1.23669,0.9717,0.97085,0.96915,0.96647,0.6486,0.64865,0.6487,0.64864,107.515,107.47295,107.366,107.1765,0.608,0.60792,0.60772,0.60748
5/12/2020,1.3994,1.39938,1.39921,1.39901,1.0875,1.08816,1.08956,1.09182,1.233,1.23314,1.23346,1.23391,0.9669,0.96608,0.96436,0.96156,0.6519,0.65194,0.65199,0.65193,107.235,107.1965,107.085,106.8895,0.6111,0.61102,0.61083,0.6106
5/13/2020,1.4065,1.40645,1.40621,1.40606,1.0839,1.08455,1.08602,1.08819,1.22265,1.22277,1.2231,1.22346,0.9706,0.96979,0.96798,0.96525,0.64735,0.64738,0.64744,0.6474,107.115,107.0754,106.954,106.7645,0.60155,0.60146,0.60127,0.60099
5/14/2020,1.4101,1.41006,1.40978,1.40963,1.0812,1.08184,1.08327,1.08548,1.21995,1.22007,1.22039,1.22073,0.9718,0.971,0.96926,0.96655,0.6421,0.64213,0.64218,0.64213,107.045,107.0065,106.8885,106.6985,0.5974,0.59729,0.59709,0.59679
5/15/2020,1.4075,1.40745,1.40719,1.40699,1.0819,1.08253,1.08395,1.08618,1.2125,1.21261,1.21292,1.21326,0.9727,0.97189,0.97008,0.96729,0.6413,0.64133,0.64138,0.64133,107.305,107.26725,107.154,106.9675,0.5932,0.59307,0.59284,0.59251
5/18/2020,1.3996,1.39954,1.39926,1.39907,1.08575,1.08642,1.08782,1.09008,1.2193,1.21943,1.21977,1.22021,0.9696,0.96871,0.96695,0.96406,0.6497,0.64974,0.64978,0.64977,107.42,107.3735,107.262,107.0735,0.6025,0.60235,0.60212,0.60183
5/19/2020,1.3877,1.38764,1.38736,1.38716,1.0948,1.09545,1.09688,1.09919,1.2253,1.22543,1.22578,1.22624,0.9714,0.9706,0.96875,0.96598,0.6569,0.65695,0.65699,0.65698,107.935,107.8951,107.7888,107.6075,0.61035,0.61022,0.60998,0.60961
5/20/2020,1.388,1.38796,1.38775,1.38759,1.0991,1.09973,1.10118,1.10339,1.227,1.2271,1.22744,1.22785,0.9642,0.9634,0.96164,0.95884,0.6598,0.65984,0.65988,0.65983,107.435,107.3984,107.28995,107.1175,0.6147,0.61459,0.61435,0.61396
5/21/2020,1.3941,1.39406,1.39396,1.39376,1.0939,1.09452,1.09594,1.09821,1.2213,1.22141,1.22172,1.22223,0.9711,0.9703,0.96856,0.9657,0.6568,0.65684,0.65686,0.65683,107.825,107.7865,107.678,107.5015,0.6112,0.61109,0.61086,0.61049
5/22/2020,1.4033,1.40332,1.40322,1.40308,1.08905,1.08967,1.09109,1.09333,1.2192,1.2193,1.21962,1.22011,0.9725,0.97171,0.96996,0.96709,0.6521,0.65213,0.65215,0.65205,107.475,107.4363,107.32875,107.1505,0.6086,0.60849,0.60825,0.60789
5/26/2020,1.38025,1.38027,1.38021,1.38012,1.09845,1.0991,1.10052,1.10279,1.23585,1.23596,1.23626,1.23672,0.9676,0.96679,0.96508,0.96223,0.66535,0.66539,0.6654,0.66531,107.595,107.55465,107.4485,107.2645,0.6217,0.62161,0.62138,0.62102
5/27/2020,1.38165,1.38167,1.38162,1.38168,1.09735,1.09801,1.09949,1.10167,1.2213,1.22141,1.22171,1.22213,0.9698,0.96898,0.9672,0.9645,0.6577,0.65773,0.65774,0.65766,107.835,107.79415,107.68125,107.5085,0.616,0.61591,0.61565,0.6153
5/28/2020,1.3758,1.37581,1.37579,1.37583,1.10555,1.10621,1.10768,1.10988,1.23205,1.2322,1.23248,1.2329,0.96555,0.96473,0.96297,0.96027,0.6662,0.66619,0.66617,0.66608,107.625,107.5786,107.4743,107.3025,0.62245,0.62236,0.62211,0.62175
5/29/2020,1.3818,1.38177,1.38178,1.38184,1.1126,1.11327,1.11475,1.11696,1.23685,1.23701,1.2373,1.23772,0.9603,0.95949,0.95774,0.95506,0.6638,0.66382,0.66377,0.66367,107.735,107.68755,107.58475,107.4145,0.6193,0.61922,0.61896,0.61855
6/1/2020,1.36195,1.36193,1.36194,1.362,1.1137,1.11439,1.11589,1.11811,1.24825,1.24844,1.24873,1.24913,0.9604,0.95958,0.95785,0.95519,0.67875,0.67878,0.67878,0.67868,107.555,107.5055,107.4035,107.233,0.6289,0.62882,0.62856,0.62817
6/2/2020,1.3483,1.3483,1.34831,1.34839,1.11845,1.11922,1.1207,1.12295,1.25565,1.25587,1.25617,1.25655,0.9607,0.95981,0.95809,0.95544,0.6894,0.68942,0.68941,0.6893,108.585,108.528,108.42735,108.2595,0.6365,0.63642,0.63616,0.63578
6/3/2020,1.3489,1.34888,1.34886,1.3489,1.1217,1.12248,1.12408,1.12635,1.2598,1.26003,1.26038,1.2608,0.962,0.96108,0.95927,0.9566,0.6934,0.69342,0.69338,0.69326,108.825,108.76415,108.656,108.4845,0.6425,0.64242,0.64214,0.64181
6/4/2020,1.3487,1.34868,1.34868,1.34872,1.1344,1.13516,1.13668,1.13904,1.261,1.26122,1.26155,1.26201,0.9571,0.95622,0.95444,0.95172,0.6978,0.69782,0.69777,0.69766,109.005,108.947,108.8425,108.6685,0.6467,0.64662,0.64634,0.64594
6/5/2020,1.3408,1.34081,1.34081,1.34087,1.1312,1.13195,1.13351,1.13581,1.2726,1.27281,1.27314,1.27359,0.9625,0.96164,0.95987,0.95717,0.69815,0.69817,0.69814,0.69803,109.745,109.6894,109.5897,109.4155,0.6505,0.65042,0.65015,0.64976
6/8/2020,1.3388,1.33878,1.33879,1.33887,1.13,1.13079,1.13236,1.13473,1.2697,1.26993,1.27028,1.27075,0.956,0.95511,0.95333,0.95065,0.6987,0.69873,0.69869,0.69858,108.585,108.52575,108.425,108.2475,0.6536,0.65353,0.65327,0.65285
6/9/2020,1.3426,1.34256,1.34256,1.3425,1.1354,1.13624,1.13779,1.14016,1.2722,1.27245,1.2728,1.27325,0.94905,0.94811,0.94639,0.94372,0.6976,0.69763,0.6976,0.69749,107.715,107.6525,107.553,107.3735,0.65285,0.65277,0.65251,0.65215
6/10/2020,1.3432,1.34316,1.34316,1.34315,1.135,1.1358,1.13741,1.13972,1.2754,1.27564,1.27601,1.27646,0.9456,0.94471,0.94295,0.94036,0.6989,0.69893,0.69891,0.69879,107.245,107.18325,107.0805,106.9055,0.6521,0.65202,0.65178,0.65136
6/11/2020,1.3545,1.35446,1.35445,1.35446,1.1382,1.13899,1.14056,1.14284,1.2645,1.26474,1.26511,1.26555,0.9392,0.93834,0.93662,0.93402,0.6903,0.69032,0.6903,0.69017,106.645,106.5885,106.49,106.3215,0.6478,0.64773,0.64747,0.64705
6/12/2020,1.3614,1.36132,1.36124,1.36117,1.12465,1.12546,1.12708,1.12945,1.2541,1.25437,1.25478,1.25531,0.9515,0.95061,0.94883,0.94613,0.68395,0.684,0.68398,0.68388,107.33,107.2724,107.16615,106.9895,0.6411,0.64103,0.64078,0.64036
6/15/2020,1.3624,1.36224,1.36212,1.36214,1.1274,1.12821,1.12982,1.13219,1.25645,1.25673,1.25715,1.2577,0.9503,0.9494,0.94762,0.94497,0.6856,0.68564,0.68564,0.68553,107.405,107.3485,107.24225,107.0665,0.64435,0.64428,0.64403,0.64363
6/16/2020,1.3611,1.36099,1.36084,1.36086,1.1238,1.12461,1.12617,1.12858,1.2567,1.25695,1.25739,1.25796,0.9511,0.95017,0.94844,0.94579,0.6845,0.68457,0.68458,0.68449,107.365,107.3125,107.21,107.0325,0.6418,0.64172,0.64149,0.64109
6/17/2020,1.3557,1.35555,1.35543,1.35544,1.12195,1.12272,1.12431,1.1267,1.2541,1.25433,1.25475,1.25533,0.9523,0.95144,0.94965,0.94706,0.6914,0.69147,0.6915,0.6914,107.245,107.195,107.0871,106.9185,0.64715,0.64708,0.64686,0.64646
6/18/2020,1.3572,1.35703,1.35691,1.35692,1.1221,1.12285,1.12444,1.12681,1.2419,1.24212,1.24252,1.24305,0.9508,0.94997,0.94823,0.94562,0.6864,0.68646,0.68649,0.6864,106.77,106.7235,106.6231,106.4585,0.6438,0.64373,0.6435,0.64312
6/19/2020,1.3565,1.35633,1.3562,1.35624,1.1182,1.11896,1.12056,1.12291,1.236,1.23624,1.23663,1.23715,0.9518,0.95097,0.94924,0.94659,0.686,0.68606,0.68608,0.686,106.975,106.9189,106.8288,106.6615,0.6427,0.64265,0.64242,0.64202
6/22/2020,1.3555,1.35531,1.3552,1.35525,1.12485,1.12563,1.12724,1.12964,1.2447,1.24494,1.24534,1.24587,0.9483,0.94745,0.94572,0.94313,0.6895,0.68956,0.68959,0.68951,106.895,106.8361,106.7435,106.5765,0.6477,0.64767,0.64747,0.64711
6/23/2020,1.3504,1.35025,1.35016,1.35012,1.13335,1.13418,1.13572,1.13818,1.25235,1.2526,1.25298,1.25349,0.9428,0.94191,0.94025,0.93759,0.696,0.69606,0.69609,0.69602,106.235,106.18345,106.0922,105.9195,0.6522,0.65217,0.65199,0.65163
6/24/2020,1.3569,1.35678,1.35671,1.35668,1.1277,1.12847,1.13008,1.13245,1.2451,1.24533,1.24572,1.24618,0.9472,0.94636,0.94463,0.94205,0.69,0.69006,0.6901,0.69003,106.905,106.85925,106.763,106.5985,0.64335,0.64332,0.64314,0.64282
6/25/2020,1.3654,1.3653,1.36522,1.36518,1.1213,1.12205,1.12362,1.12597,1.24065,1.24088,1.24128,1.24177,0.9488,0.94797,0.94626,0.94363,0.686,0.68607,0.6861,0.68603,107.185,107.139,107.0454,106.8805,0.64155,0.64153,0.64135,0.64106
6/26/2020,1.3714,1.37126,1.37114,1.37112,1.1203,1.12106,1.12259,1.125,1.2319,1.23216,1.23253,1.23303,0.9493,0.94845,0.94678,0.94417,0.68455,0.68462,0.68466,0.68456,107.335,107.2884,107.1982,107.0375,0.6407,0.6407,0.64052,0.64018
6/29/2020,1.36995,1.36983,1.3697,1.3697,1.12455,1.12533,1.12683,1.12966,1.22655,1.22678,1.22718,1.22801,0.9499,0.94901,0.94734,0.94424,0.6852,0.68528,0.6853,0.68524,107.715,107.67175,107.576,107.3355,0.641,0.64102,0.64088,0.64057
6/30/2020,1.36175,1.36163,1.36151,1.3612,1.1232,1.12398,1.1255,1.1283,1.23565,1.23591,1.23629,1.23713,0.94745,0.94657,0.94488,0.94177,0.6887,0.68882,0.68888,0.68883,107.885,107.84275,107.7475,107.515,0.6439,0.64394,0.64383,0.64354
7/1/2020,1.3563,1.35617,1.35602,1.35569,1.12605,1.1268,1.12839,1.13114,1.2458,1.24605,1.24646,1.2473,0.9451,0.94425,0.94246,0.93948,0.6924,0.69252,0.69258,0.69253,107.525,107.48335,107.3825,107.1575,0.6474,0.64743,0.64731,0.64705
7/2/2020,1.3604,1.36024,1.36008,1.35977,1.12295,1.12371,1.12524,1.12799,1.2465,1.24674,1.24716,1.24802,0.9458,0.94495,0.94324,0.94021,0.69115,0.69124,0.69128,0.69126,107.625,107.5834,107.48625,107.2615,0.6506,0.65059,0.65046,0.65015
7/6/2020,1.3534,1.35326,1.35312,1.35273,1.1318,1.13262,1.13412,1.13692,1.2509,1.25115,1.25155,1.25245,0.9398,0.9389,0.93724,0.93423,0.69855,0.69865,0.69873,0.69873,107.475,107.43,107.34025,107.1145,0.65525,0.65523,0.6551,0.6548
7/7/2020,1.3582,1.35806,1.35786,1.35752,1.1284,1.12921,1.13074,1.13355,1.2576,1.25785,1.25827,1.2592,0.9416,0.94072,0.93905,0.93599,0.69685,0.69697,0.69709,0.69711,107.555,107.50825,107.41525,107.1825,0.6567,0.65671,0.65661,0.65634
7/8/2020,1.3535,1.35338,1.35322,1.35287,1.1328,1.13357,1.13518,1.13792,1.2595,1.25973,1.26017,1.26108,0.9381,0.93726,0.9355,0.93257,0.69675,0.69685,0.69696,0.69699,107.52,107.4756,107.37575,107.1465,0.6566,0.65663,0.65654,0.65634
7/9/2020,1.3568,1.3567,1.35652,1.35617,1.12955,1.13031,1.13183,1.13457,1.26175,1.26197,1.26237,1.26327,0.9397,0.93888,0.93723,0.93423,0.69625,0.69635,0.69645,0.69647,107.285,107.2437,107.1505,106.9265,0.6564,0.65641,0.65632,0.65609
7/10/2020,1.3586,1.35844,1.35817,1.35783,1.1321,1.13289,1.13443,1.13716,1.2662,1.26646,1.26688,1.26776,0.9393,0.93845,0.9368,0.93383,0.6961,0.6962,0.69631,0.69632,106.755,106.7106,106.6187,106.3955,0.6581,0.65811,0.65802,0.65775
7/13/2020,1.3551,1.35487,1.35461,1.35422,1.1368,1.13771,1.13921,1.14191,1.2619,1.26225,1.26268,1.2636,0.9414,0.94045,0.93883,0.93583,0.69905,0.69916,0.69928,0.69932,107.275,107.2235,107.1315,106.9075,0.65885,0.65888,0.65882,0.65859
7/14/2020,1.3615,1.36133,1.36108,1.36068,1.13995,1.14076,1.14227,1.14502,1.2529,1.25317,1.2536,1.25455,0.93885,0.93798,0.93633,0.93328,0.69675,0.69685,0.69696,0.697,107.255,107.2115,107.1215,106.893,0.6537,0.6537,0.65363,0.65339
7/15/2020,1.3534,1.35325,1.35301,1.35267,1.1418,1.14256,1.14414,1.14684,1.26225,1.26248,1.26291,1.26381,0.9438,0.94298,0.94127,0.93829,0.70215,0.70224,0.70235,0.70239,106.84,106.8025,106.7085,106.4875,0.658,0.65799,0.65791,0.65769
7/16/2020,1.3532,1.35308,1.35287,1.3525,1.1432,1.14396,1.14548,1.14817,1.26,1.26022,1.26062,1.26155,0.9434,0.94258,0.94093,0.93795,0.69995,0.70003,0.70014,0.70019,107.12,107.0837,106.9932,106.7795,0.6559,0.65589,0.65582,0.65559
7/17/2020,1.3581,1.35799,1.35778,1.35742,1.1422,1.14297,1.14448,1.14715,1.25345,1.25368,1.25409,1.25504,0.9399,0.93906,0.93741,0.93444,0.6983,0.69838,0.6985,0.69855,107.145,107.1066,107.0166,106.8035,0.65435,0.65435,0.65428,0.65406
7/20/2020,1.3541,1.35398,1.35376,1.35338,1.144,1.14483,1.14631,1.14899,1.2646,1.26485,1.26526,1.26621,0.9396,0.93871,0.9371,0.93415,0.7011,0.70119,0.7013,0.70135,107.195,107.15385,107.06675,106.8545,0.6568,0.6568,0.65673,0.65652
7/21/2020,1.3444,1.34428,1.34407,1.3437,1.1487,1.14951,1.15102,1.15376,1.27475,1.27499,1.27539,1.27634,0.9361,0.93525,0.93364,0.93067,0.7107,0.71079,0.71092,0.71098,106.905,106.8661,106.777,106.5665,0.6628,0.66283,0.66281,0.6626
7/22/2020,1.343,1.34289,1.34266,1.34228,1.15945,1.16022,1.1618,1.16447,1.2733,1.27351,1.27392,1.27483,0.9291,0.9283,0.92663,0.9238,0.7144,0.7145,0.71464,0.71469,107.19,107.1516,107.064,106.8545,0.6669,0.66692,0.6669,0.66671
7/23/2020,1.3399,1.33983,1.33964,1.33929,1.1595,1.16027,1.16179,1.16446,1.2746,1.27482,1.27522,1.27612,0.9257,0.9249,0.92329,0.92043,0.7125,0.71261,0.71272,0.71279,106.995,106.9575,106.8703,106.6655,0.6645,0.6645,0.66447,0.66427
7/24/2020,1.3403,1.34022,1.34001,1.33963,1.16255,1.16332,1.16485,1.1675,1.27885,1.27907,1.27947,1.28034,0.92295,0.92215,0.92055,0.9177,0.7099,0.71004,0.7101,0.71017,105.855,105.8179,105.7337,105.5285,0.6639,0.66388,0.66384,0.66365
7/27/2020,1.3365,1.33638,1.33617,1.33579,1.1777,1.17853,1.18003,1.18275,1.2897,1.28993,1.29035,1.29125,0.91905,0.9182,0.91664,0.91383,0.7149,0.71513,0.71509,0.71516,105.145,105.10675,105.02225,104.8165,0.6692,0.66919,0.66913,0.66895
7/28/2020,1.3396,1.3395,1.33929,1.33891,1.1729,1.17371,1.17524,1.17796,1.2946,1.29484,1.2953,1.2962,0.9173,0.91646,0.91488,0.91207,0.7161,0.71618,0.71629,0.71637,104.975,104.93705,104.84885,104.6405,0.66605,0.66606,0.66602,0.66586
7/29/2020,1.3352,1.33511,1.33493,1.33456,1.1775,1.17827,1.1798,1.18246,1.2967,1.29692,1.29737,1.29821,0.9144,0.9136,0.91202,0.90926,0.7166,0.71674,0.7168,0.71689,105.105,105.06905,104.98145,104.7765,0.6655,0.66551,0.66549,0.66534
7/30/2020,1.344,1.34392,1.34373,1.34339,1.1795,1.18026,1.18176,1.18439,1.3043,1.3045,1.30491,1.3057,0.9119,0.91111,0.90953,0.90682,0.7132,0.71329,0.7134,0.71347,105.025,104.99075,104.905,104.7115,0.6641,0.66412,0.6641,0.66396
7/31/2020,1.3394,1.3393,1.33911,1.3388,1.1825,1.18328,1.18478,1.18737,1.3125,1.31272,1.3131,1.31387,0.9097,0.90889,0.90734,0.90461,0.7172,0.71731,0.7174,0.71746,105.73,105.69435,105.61195,105.422,0.666,0.66602,0.66601,0.66588
8/3/2020,1.3424,1.34231,1.3421,1.34183,1.1738,1.17463,1.17604,1.17859,1.3031,1.30332,1.30366,1.30445,0.9212,0.92032,0.91883,0.91614,0.7102,0.71028,0.71038,0.71044,106.095,106.05675,105.98025,105.7925,0.6588,0.65882,0.65879,0.65866
8/4/2020,1.337,1.33692,1.33675,1.33645,1.1757,1.17648,1.17789,1.18048,1.30455,1.30474,1.30507,1.30583,0.9159,0.91507,0.91358,0.91085,0.71495,0.71503,0.71514,0.71521,105.945,105.9103,105.83325,105.6465,0.66105,0.66105,0.66102,0.66086
8/5/2020,1.3247,1.32462,1.32447,1.32421,1.1881,1.18886,1.19035,1.1928,1.3141,1.31428,1.3146,1.3153,0.9067,0.90591,0.90437,0.90177,0.7219,0.72198,0.7221,0.72216,105.565,105.53155,105.45065,105.2705,0.6661,0.6661,0.66606,0.66591
8/6/2020,1.3298,1.32974,1.3296,1.32933,1.1844,1.18515,1.18664,1.18916,1.3144,1.31459,1.31492,1.3156,0.9109,0.91012,0.9086,0.906,0.72195,0.72201,0.72211,0.72218,105.525,105.4905,105.408,105.2225,0.666,0.66596,0.66592,0.66576
8/7/2020,1.3381,1.33804,1.33788,1.3376,1.1788,1.17955,1.18105,1.18356,1.30515,1.30534,1.30568,1.30638,0.9131,0.91233,0.91076,0.90814,0.71795,0.71801,0.71811,0.71818,105.885,105.8486,105.7688,105.5795,0.66185,0.66183,0.66178,0.66164
8/10/2020,1.3349,1.33484,1.33468,1.33438,1.1766,1.17741,1.17884,1.18142,1.309,1.3092,1.30953,1.31029,0.9146,0.91376,0.91225,0.9096,0.71575,0.71579,0.71589,0.71594,105.775,105.7381,105.6575,105.471,0.6591,0.65907,0.65902,0.65889
8/11/2020,1.3297,1.32963,1.32947,1.32917,1.1765,1.17729,1.17875,1.1814,1.3087,1.3089,1.30923,1.31003,0.916,0.91518,0.91364,0.9109,0.71635,0.7164,0.71649,0.71654,106.465,106.4302,106.3461,106.1485,0.65955,0.65951,0.65944,0.65931
8/12/2020,1.3233,1.32326,1.3231,1.32277,1.1805,1.18126,1.18281,1.18541,1.3058,1.30599,1.30636,1.30711,0.9104,0.90961,0.90799,0.90531,0.7172,0.71725,0.71734,0.7174,106.9,106.867,106.77925,106.5815,0.6596,0.65958,0.65951,0.65935
8/13/2020,1.321,1.32096,1.32078,1.32046,1.18395,1.1847,1.18623,1.18884,1.3096,1.30979,1.31017,1.31096,0.9097,0.90892,0.90734,0.90465,0.7174,0.71745,0.71756,0.71762,106.885,106.8515,106.7645,106.5605,0.65685,0.65682,0.65676,0.65664
8/14/2020,1.32485,1.3248,1.32461,1.32423,1.1829,1.18365,1.18517,1.18778,1.311,1.31118,1.31157,1.31236,0.90955,0.90877,0.9072,0.90451,0.71715,0.7172,0.71731,0.7174,106.455,106.4216,106.335,106.1295,0.65575,0.65572,0.65565,0.65551
8/17/2020,1.3208,1.32073,1.3205,1.32014,1.1868,1.1876,1.18909,1.19171,1.31,1.31022,1.3106,1.3114,0.9065,0.90567,0.90415,0.90149,0.7205,0.72055,0.72066,0.72075,106.07,106.03215,105.951,105.744,0.6542,0.65416,0.65409,0.65395
8/18/2020,1.3178,1.31772,1.31751,1.31712,1.19215,1.19294,1.19446,1.19711,1.3217,1.32191,1.32232,1.32313,0.9038,0.903,0.90145,0.89871,0.72365,0.72371,0.72381,0.72391,105.45,105.4147,105.3325,105.1295,0.6585,0.65845,0.65838,0.65821
8/19/2020,1.3162,1.31614,1.31596,1.31557,1.1901,1.19085,1.19244,1.19498,1.3186,1.3188,1.31919,1.32001,0.9102,0.90944,0.90782,0.90517,0.7237,0.72376,0.72386,0.72395,105.65,105.61695,105.533,105.3415,0.6609,0.66083,0.66075,0.66059
8/20/2020,1.3213,1.32125,1.32106,1.32071,1.18415,1.1849,1.18639,1.18897,1.31395,1.31413,1.31451,1.31529,0.9095,0.90873,0.90716,0.90451,0.7163,0.71636,0.71646,0.71656,105.945,105.91445,105.8335,105.646,0.6504,0.65033,0.65022,0.65007
8/21/2020,1.3201,1.32004,1.31987,1.31951,1.17795,1.17869,1.1802,1.18278,1.3073,1.30749,1.30786,1.30865,0.9126,0.91183,0.91025,0.90754,0.7155,0.71556,0.71566,0.71575,105.955,105.92385,105.84305,105.655,0.6534,0.65333,0.65322,0.65304
